,Opp,Match,Result,Min,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
08/13/2020,POR,DEN @ TOR,L,240,133,53,96,55.2,14,33,42.4,13,19,68.4,12,34,46,28,5,5,14,23,-1
08/11/2020,ORL,DEN @ TOR,W,240,108,38,89,42.7,13,43,30.2,19,24,79.2,8,39,47,26,9,4,15,20,12
08/09/2020,LAC,DEN @ LAL,W,240,129,47,85,55.3,20,43,46.5,15,19,78.9,8,38,46,32,5,5,16,25,9
08/07/2020,SAC,DEN @ LAL,W,240,119,42,86,48.8,17,40,42.5,18,28,64.3,7,37,44,30,9,3,11,23,13
08/05/2020,BOS,IND @ PHX,L,240,115,45,95,47.4,8,32,25.0,17,21,81.0,7,27,34,23,9,2,18,22,-34
08/04/2020,MIL,IND @ PHX,W,240,119,43,103,41.7,21,57,36.8,12,16,75.0,7,35,42,30,5,6,7,26,3
08/02/2020,WAS,IND @ PHX,W,240,118,38,90,42.2,11,33,33.3,31,37,83.8,13,35,48,23,5,4,11,24,8
07/31/2020,ORL,MIA @ DEN,L,240,118,44,91,48.4,13,42,31.0,17,23,73.9,10,29,39,30,4,2,14,25,-10
03/10/2020,LAL,MIA @ DEN,W,240,104,37,90,41.1,13,40,32.5,17,23,73.9,14,33,47,24,7,3,11,18,2
03/08/2020,CHI,BOS @ IND,W,240,110,32,64,50.0,11,30,36.7,35,41,85.4,5,45,50,21,4,5,29,24,3
03/06/2020,SAS,BOS @ IND,W,240,139,51,96,53.1,15,36,41.7,22,31,71.0,9,43,52,32,1,2,8,22,19
03/04/2020,MEM,POR @ PHX,L,240,79,30,90,33.3,7,42,16.7,12,17,70.6,13,29,42,15,6,4,14,17,-39
03/03/2020,BOS,POR @ PHX,W,265,129,43,100,43.0,14,49,28.6,29,38,76.3,22,41,63,22,7,6,21,26,9
02/29/2020,MIA,LAC @ OKC,L,240,113,40,86,46.5,16,44,36.4,17,23,73.9,8,36,44,30,3,3,10,23,-3
02/28/2020,ATL,CLE @ NOP,L,240,118,42,92,45.7,18,46,39.1,16,21,76.2,7,31,38,30,5,8,13,19,-23
02/26/2020,WAS,CLE @ NOP,L,240,106,36,87,41.4,10,36,27.8,24,35,68.6,15,41,56,15,7,1,18,24,-4
02/24/2020,ORL,DET @ DEN,L,240,113,46,96,47.9,16,37,43.2,5,8,62.5,13,36,49,29,6,3,12,19,-2
02/22/2020,CHA,PHI @ MIL,W,240,115,42,87,48.3,17,47,36.2,14,19,73.7,9,45,54,26,10,6,10,20,29
02/20/2020,PHI,PHI @ MIL,L,265,104,36,102,35.3,10,34,29.4,22,28,78.6,15,34,49,22,3,1,16,27,-8
