IP,H,R,ER,BB,SO,HR,ERA,BF,Pit,Str,Ctct,StS,StL,GB,FB,LD,Unk,GSc,IR,IS,WPA,aLI,cWPA,acLI,RE24,Temp,Wind,Weather,Precipitation
 6 ,6,3,3,0,13,1,5.38,25,94,74,34,17,23,5,7,3,0,61,,,0.018, 1.03, 0.01%, 0.84, 0.2,76° F, Wind 18mph in from Leftfield, Sunny, No Precipitation.
 1 ,0,0,0,0,0,0,2.92,3,12,7,6,0,1,3,0,0,0,,0,0,0.098, 1.26, 0.05%, 1.03, 0.5,76° F, Wind 18mph in from Leftfield, Sunny, No Precipitation.
 1 ,0,0,0,0,0,0,3.10,3,16,8,5,1,2,0,3,0,0,,0,0,0.124, 1.60, 0.06%, 1.31, 0.5,76° F, Wind 18mph in from Leftfield, Sunny, No Precipitation.
 1 ,1,0,0,0,1,0,2.53,4,14,13,9,1,3,0,3,3,0,,0,0,0.169, 3.56, 0.08%, 2.90, 0.5,76° F, Wind 18mph in from Leftfield, Sunny, No Precipitation.
