,0
Bobby Portis,43.65155029296875
Brook Lopez,23.078556060791016
Giannis Antetokounmpo,86.55940246582031
Grayson Allen,3.83677339553833
Jevon Carter,14.594808578491211
Jordan Nwora,4.8004350662231445
Jrue Holiday,22.6862850189209
Pat Connaughton,14.986272811889648
Rayjon Tucker,1.3671119213104248
Serge Ibaka,33.03330612182617
Thanasis Antetokounmpo,17.586036682128906
Wesley Matthews,20.92982292175293
