,0
Bobby Portis,6.060972213745117
Brook Lopez,31.104185104370117
Giannis Antetokounmpo,76.43785858154297
Grayson Allen,23.56580924987793
Jevon Carter,2.0175058841705322
Jrue Holiday,33.310707092285156
Pat Connaughton,9.638132095336914
Wesley Matthews,16.905397415161133
