IP,H,R,ER,BB,SO,HR,ERA,BF,Pit,Str,Ctct,StS,StL,GB,FB,LD,Unk,GSc,IR,IS,WPA,aLI,cWPA,acLI,RE24,Temp,Wind,Weather,Precipitation
 7 ,5,2,2,2,4,0,3.36,28,101,63,35,10,18,7,15,4,0,61,,,0.286, 1.10, 0.03%, 0.19, 2.1,63° F, Wind 14mph out to Centerfield, Cloudy, No Precipitation.
 0.1,2,1,1,1,0,0,2.08,4,21,12,8,3,1,3,0,0,0,,1,1,-0.270, 3.12,-0.03%, 0.54, -2.0,63° F, Wind 14mph out to Centerfield, Cloudy, No Precipitation.
 0.2,0,0,0,1,0,0,4.86,2,10,4,3,0,1,1,0,0,0,,2,0,0.242, 5.88, 0.03%, 1.02, 0.9,63° F, Wind 14mph out to Centerfield, Cloudy, No Precipitation.
 1 ,1,0,0,0,1,0,5.04,4,20,15,11,0,4,1,2,1,0,,0,0,0.200, 4.26, 0.02%, 0.74, 0.5,63° F, Wind 14mph out to Centerfield, Cloudy, No Precipitation.
