,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score,Match
Julian Champagnie,22:28,3.0,6.0,50.0,3.0,6.0,50.0,3.0,3.0,100.0,0.0,4.0,4.0,2.0,1.0,0.0,1.0,4.0,12.0,12.0,01/02/2024,Memphis Grizzlies,23.0,DEN @ GSW
Jeremy Sochan,27:44,4.0,6.0,66.7,1.0,2.0,50.0,3.0,4.0,75.0,0.0,2.0,2.0,1.0,0.0,2.0,1.0,1.0,12.0,1.0,01/02/2024,Memphis Grizzlies,20.0,DEN @ GSW
Victor Wembanyama,26:04,8.0,16.0,50.0,2.0,5.0,40.0,2.0,4.0,50.0,0.0,7.0,7.0,1.0,0.0,4.0,1.0,0.0,20.0,-13.0,01/02/2024,Memphis Grizzlies,38.75,DEN @ GSW
Devin Vassell,34:06,3.0,8.0,37.5,1.0,2.0,50.0,4.0,5.0,80.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,11.0,-7.0,01/02/2024,Memphis Grizzlies,21.5,DEN @ GSW
Malaki Branham,7:29,1.0,5.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,-3.0,01/02/2024,Memphis Grizzlies,4.75,DEN @ GSW
Keldon Johnson,31:13,7.0,16.0,43.8,1.0,4.0,25.0,4.0,5.0,80.0,1.0,5.0,6.0,4.0,1.0,0.0,3.0,4.0,19.0,-15.0,01/02/2024,Memphis Grizzlies,33.5,DEN @ GSW
Dominick Barlow,13:46,2.0,6.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,7.0,2.0,0.0,0.0,2.0,4.0,4.0,-6.0,01/02/2024,Memphis Grizzlies,14.75,DEN @ GSW
Tre Jones,25:02,1.0,6.0,16.7,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,1.0,0.0,0.0,2.0,2.0,9.0,01/02/2024,Memphis Grizzlies,15.0,DEN @ GSW
Cedi Osman,12:29,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,2.0,0.0,0.0,2.0,2.0,0.0,-9.0,01/02/2024,Memphis Grizzlies,9.5,DEN @ GSW
Doug McDermott,16:13,1.0,4.0,25.0,1.0,4.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,-9.0,01/02/2024,Memphis Grizzlies,3.5,DEN @ GSW
Sandro Mamukelashvili,2:03,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,4.0,01/02/2024,Memphis Grizzlies,5.0,DEN @ GSW
Blake Wesley,21:23,5.0,8.0,62.5,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,4.0,10.0,-4.0,01/02/2024,Memphis Grizzlies,16.25,DEN @ GSW
