,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score,Match
Julian Champagnie,20:54,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,-3.0,01/04/2024,Milwaukee Bucks,5.0,OKC @ BKN
Jeremy Sochan,32:35,3.0,11.0,27.3,1.0,5.0,20.0,2.0,2.0,100.0,2.0,6.0,8.0,5.0,2.0,1.0,1.0,1.0,9.0,-14.0,01/04/2024,Milwaukee Bucks,32.5,OKC @ BKN
Victor Wembanyama,26:11,10.0,18.0,55.6,2.0,8.0,25.0,5.0,6.0,83.3,3.0,6.0,9.0,1.0,1.0,5.0,5.0,5.0,27.0,-11.0,01/04/2024,Milwaukee Bucks,50.25,OKC @ BKN
Devin Vassell,34:49,14.0,21.0,66.7,6.0,9.0,66.7,0.0,0.0,0.0,1.0,5.0,6.0,4.0,1.0,0.0,0.0,0.0,34.0,-10.0,01/04/2024,Milwaukee Bucks,52.5,OKC @ BKN
Tre Jones,35:10,7.0,13.0,53.8,0.0,2.0,0.0,4.0,4.0,100.0,2.0,3.0,5.0,6.0,1.0,0.0,3.0,2.0,18.0,-9.0,01/04/2024,Milwaukee Bucks,33.75,OKC @ BKN
Dominick Barlow,14:47,3.0,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,2.0,0.0,1.0,6.0,5.0,01/04/2024,Milwaukee Bucks,19.25,OKC @ BKN
Cedi Osman,28:09,4.0,7.0,57.1,3.0,6.0,50.0,2.0,3.0,66.7,0.0,2.0,2.0,5.0,3.0,0.0,1.0,3.0,13.0,10.0,01/04/2024,Milwaukee Bucks,30.0,OKC @ BKN
Keldon Johnson,29:58,5.0,17.0,29.4,2.0,8.0,25.0,2.0,2.0,100.0,2.0,8.0,10.0,1.0,0.0,0.0,1.0,1.0,14.0,7.0,01/04/2024,Milwaukee Bucks,28.5,OKC @ BKN
Blake Wesley,14:56,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,6.0,01/04/2024,Milwaukee Bucks,2.75,OKC @ BKN
Sandro Mamukelashvili,2:31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,-1.0,01/04/2024,Milwaukee Bucks,3.0,OKC @ BKN
