,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score,Match
Jeremy Sochan,32:51,4.0,11.0,36.4,0.0,2.0,0.0,1.0,2.0,50.0,3.0,8.0,11.0,8.0,1.0,0.0,0.0,3.0,9.0,-13.0,12/19/2023,Milwaukee Bucks,36.75,LAC @ DAL
Keldon Johnson,35:11,9.0,13.0,69.2,0.0,1.0,0.0,10.0,12.0,83.3,2.0,10.0,12.0,1.0,0.0,0.0,5.0,2.0,28.0,-5.0,12/19/2023,Milwaukee Bucks,42.0,LAC @ DAL
Zach Collins,28:54,9.0,16.0,56.3,4.0,7.0,57.1,0.0,0.0,0.0,2.0,6.0,8.0,2.0,1.0,2.0,4.0,3.0,22.0,-9.0,12/19/2023,Milwaukee Bucks,41.0,LAC @ DAL
Devin Vassell,33:08,7.0,18.0,38.9,2.0,6.0,33.3,1.0,1.0,100.0,0.0,3.0,3.0,2.0,0.0,0.0,2.0,0.0,17.0,-12.0,12/19/2023,Milwaukee Bucks,23.75,LAC @ DAL
Malaki Branham,26:41,5.0,11.0,45.5,2.0,4.0,50.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,1.0,1.0,12.0,0.0,12/19/2023,Milwaukee Bucks,19.5,LAC @ DAL
Cedi Osman,18:58,3.0,6.0,50.0,0.0,2.0,0.0,4.0,4.0,100.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,10.0,-9.0,12/19/2023,Milwaukee Bucks,14.0,LAC @ DAL
Tre Jones,23:46,7.0,11.0,63.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,1.0,0.0,2.0,1.0,14.0,-12.0,12/19/2023,Milwaukee Bucks,23.75,LAC @ DAL
Sandro Mamukelashvili,15:12,1.0,5.0,20.0,1.0,4.0,25.0,0.0,0.0,0.0,1.0,7.0,8.0,3.0,1.0,2.0,2.0,1.0,3.0,-7.0,12/19/2023,Milwaukee Bucks,23.0,LAC @ DAL
Doug McDermott,12:38,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,12/19/2023,Milwaukee Bucks,5.5,LAC @ DAL
Dominick Barlow,10:32,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,100.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,12/19/2023,Milwaukee Bucks,5.75,LAC @ DAL
Julian Champagnie,2:09,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,12/19/2023,Milwaukee Bucks,2.0,LAC @ DAL
