,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Score
Garrison Mathews,31:40,4.0,7.0,57.1,3.0,6.0,50.0,3.0,3.0,100.0,0.0,6.0,6.0,0.0,1.0,1.0,0.0,2.0,14.0,2.0,04/10/2022,27.0
Jae'Sean Tate,30:05,2.0,4.0,50.0,1.0,1.0,100.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,1.0,1.0,3.0,5.0,0.0,04/10/2022,12.5
Alperen Sengun,34:34,4.0,12.0,33.3,1.0,6.0,16.7,0.0,0.0,0.0,1.0,5.0,6.0,8.0,0.0,1.0,1.0,4.0,9.0,-17.0,04/10/2022,30.5
Kevin Porter Jr.,40:41,10.0,24.0,41.7,6.0,12.0,50.0,0.0,0.0,0.0,2.0,6.0,8.0,6.0,0.0,0.0,2.0,1.0,26.0,-16.0,04/10/2022,47.0
Jalen Green,39:32,14.0,26.0,53.8,4.0,11.0,36.4,9.0,11.0,81.8,0.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,41.0,0.0,04/10/2022,50.75
Kenyon Martin Jr.,17:55,4.0,6.0,66.7,2.0,4.0,50.0,1.0,2.0,50.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,11.0,-16.0,04/10/2022,13.25
Josh Christopher,19:21,2.0,6.0,33.3,0.0,3.0,0.0,2.0,4.0,50.0,0.0,1.0,1.0,3.0,1.0,0.0,1.0,4.0,6.0,-21.0,04/10/2022,13.25
David Nwaba,12:46,1.0,2.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,-13.0,04/10/2022,10.0
Usman Garuba,13:26,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,04/10/2022,10.25
