,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Eric Gordon,29:19,4.0,9.0,44.4,1.0,4.0,25.0,2.0,2.0,100.0,0.0,1.0,1.0,4.0,0.0,0.0,1.0,2.0,11.0,8.0,10/19/2022,Atlanta Hawks,18.25
Jabari Smith Jr.,32:54,6.0,17.0,35.3,3.0,11.0,27.3,2.0,2.0,100.0,1.0,6.0,7.0,1.0,0.0,0.0,0.0,4.0,17.0,-9.0,10/19/2022,Atlanta Hawks,28.75
Bruno Fernando,25:02,3.0,3.0,100.0,0.0,0.0,0.0,1.0,2.0,50.0,3.0,6.0,9.0,7.0,0.0,2.0,0.0,0.0,7.0,-1.0,10/19/2022,Atlanta Hawks,32.75
Jalen Green,32:13,7.0,20.0,35.0,1.0,7.0,14.3,1.0,1.0,100.0,1.0,4.0,5.0,3.0,1.0,1.0,3.0,3.0,16.0,-16.0,10/19/2022,Atlanta Hawks,29.75
Kevin Porter Jr.,33:57,9.0,19.0,47.4,3.0,5.0,60.0,0.0,0.0,0.0,3.0,4.0,7.0,7.0,2.0,0.0,4.0,2.0,21.0,-13.0,10/19/2022,Atlanta Hawks,43.75
Kenyon Martin Jr.,22:42,1.0,7.0,14.3,0.0,2.0,0.0,4.0,4.0,100.0,0.0,5.0,5.0,0.0,1.0,0.0,1.0,4.0,6.0,-10.0,10/19/2022,Atlanta Hawks,13.75
Tari Eason,15:06,4.0,6.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,7.0,0.0,0.0,0.0,0.0,1.0,8.0,-1.0,10/19/2022,Atlanta Hawks,16.75
Alperen Sengun,22:05,5.0,9.0,55.6,1.0,2.0,50.0,4.0,4.0,100.0,4.0,5.0,9.0,0.0,0.0,0.0,6.0,3.0,15.0,-6.0,10/19/2022,Atlanta Hawks,23.75
Garrison Mathews,14:03,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,10/19/2022,Atlanta Hawks,2.75
Josh Christopher,12:39,3.0,6.0,50.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,6.0,-5.0,10/19/2022,Atlanta Hawks,12.75
