,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Kenyon Martin Jr.,29:53,6.0,11.0,54.5,2.0,5.0,40.0,0.0,1.0,0.0,2.0,3.0,5.0,2.0,0.0,0.0,1.0,1.0,14.0,-5.0,10/22/2022,Milwaukee Bucks,23.75
Jabari Smith Jr.,27:36,5.0,15.0,33.3,3.0,7.0,42.9,0.0,0.0,0.0,2.0,9.0,11.0,1.0,0.0,2.0,0.0,3.0,13.0,-11.0,10/22/2022,Milwaukee Bucks,33.75
Usman Garuba,25:02,2.0,3.0,66.7,1.0,1.0,100.0,1.0,2.0,50.0,4.0,4.0,8.0,2.0,4.0,0.0,2.0,2.0,6.0,-12.0,10/22/2022,Milwaukee Bucks,26.5
Jalen Green,31:39,6.0,19.0,31.6,4.0,7.0,57.1,6.0,6.0,100.0,1.0,3.0,4.0,2.0,1.0,0.0,2.0,3.0,22.0,-5.0,10/22/2022,Milwaukee Bucks,33.0
Kevin Porter Jr.,33:44,5.0,15.0,33.3,2.0,4.0,50.0,6.0,7.0,85.7,2.0,3.0,5.0,7.0,2.0,0.0,2.0,4.0,18.0,-9.0,10/22/2022,Milwaukee Bucks,38.75
Daishen Nix,14:16,1.0,3.0,33.3,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,-11.0,10/22/2022,Milwaukee Bucks,4.25
Tari Eason,18:49,4.0,9.0,44.4,3.0,4.0,75.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,3.0,1.0,3.0,11.0,-7.0,10/22/2022,Milwaukee Bucks,24.0
Alperen Sengun,22:58,4.0,9.0,44.4,0.0,3.0,0.0,1.0,2.0,50.0,3.0,6.0,9.0,2.0,1.0,1.0,1.0,2.0,9.0,-8.0,10/22/2022,Milwaukee Bucks,26.75
Garrison Mathews,12:34,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,-13.0,10/22/2022,Milwaukee Bucks,0.5
Josh Christopher,15:55,1.0,5.0,20.0,0.0,2.0,0.0,1.0,2.0,50.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,3.0,-15.0,10/22/2022,Milwaukee Bucks,6.5
Trevor Hudgins,3:47,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,-2.0,10/22/2022,Milwaukee Bucks,3.5
Boban Marjanovic,3:47,1.0,2.0,50.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,-2.0,10/22/2022,Milwaukee Bucks,4.5
