,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Eric Gordon,28:35,3.0,10.0,30.0,1.0,6.0,16.7,3.0,3.0,100.0,0.0,3.0,3.0,2.0,1.0,0.0,1.0,1.0,10.0,-14.0,11/09/2022,Toronto Raptors,18.75
Jabari Smith Jr.,30:44,4.0,11.0,36.4,2.0,8.0,25.0,5.0,6.0,83.3,2.0,8.0,10.0,0.0,0.0,0.0,1.0,4.0,15.0,-19.0,11/09/2022,Toronto Raptors,28.0
Alperen Sengun,30:20,5.0,8.0,62.5,0.0,0.0,0.0,7.0,7.0,100.0,3.0,5.0,8.0,1.0,1.0,3.0,3.0,2.0,17.0,-13.0,11/09/2022,Toronto Raptors,35.0
Kevin Porter Jr.,40:27,4.0,11.0,36.4,1.0,6.0,16.7,3.0,4.0,75.0,0.0,2.0,2.0,11.0,0.0,0.0,4.0,2.0,12.0,-8.0,11/09/2022,Toronto Raptors,29.5
Jalen Green,40:27,8.0,14.0,57.1,2.0,6.0,33.3,3.0,4.0,75.0,1.0,5.0,6.0,6.0,0.0,0.0,4.0,1.0,21.0,-8.0,11/09/2022,Toronto Raptors,36.5
Kenyon Martin Jr.,22:34,5.0,6.0,83.3,2.0,3.0,66.7,1.0,2.0,50.0,2.0,4.0,6.0,0.0,0.0,2.0,0.0,3.0,13.0,18.0,11/09/2022,Toronto Raptors,25.5
Tari Eason,21:25,5.0,15.0,33.3,0.0,2.0,0.0,4.0,5.0,80.0,4.0,2.0,6.0,5.0,5.0,0.0,2.0,2.0,14.0,9.0,11/09/2022,Toronto Raptors,38.0
Usman Garuba,14:04,2.0,5.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,8.0,3.0,0.0,2.0,0.0,1.0,4.0,7.0,11/09/2022,Toronto Raptors,22.5
Daishen Nix,7:33,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,3.0,1.0,11/09/2022,Toronto Raptors,8.5
Garrison Mathews,3:51,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.0,11/09/2022,Toronto Raptors,0.0
