,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Eric Gordon,29:28,5.0,9.0,55.6,5.0,8.0,62.5,4.0,5.0,80.0,0.0,1.0,1.0,4.0,1.0,0.0,1.0,0.0,19.0,-10.0,11/07/2022,Orlando Magic,30.25
Jabari Smith Jr.,21:53,1.0,4.0,25.0,1.0,4.0,25.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,4.0,3.0,-4.0,11/07/2022,Orlando Magic,4.75
Alperen Sengun,29:02,6.0,14.0,42.9,0.0,1.0,0.0,8.0,10.0,80.0,7.0,3.0,10.0,4.0,2.0,1.0,3.0,2.0,20.0,6.0,11/07/2022,Orlando Magic,43.0
Kevin Porter Jr.,37:57,7.0,14.0,50.0,3.0,8.0,37.5,0.0,1.0,0.0,1.0,7.0,8.0,11.0,2.0,1.0,7.0,5.0,17.0,13.0,11/07/2022,Orlando Magic,47.5
Jalen Green,37:55,12.0,18.0,66.7,5.0,11.0,45.5,5.0,7.0,71.4,0.0,3.0,3.0,3.0,2.0,1.0,3.0,3.0,34.0,13.0,11/07/2022,Orlando Magic,49.25
Usman Garuba,18:58,1.0,2.0,50.0,1.0,1.0,100.0,0.0,0.0,0.0,2.0,4.0,6.0,2.0,0.0,1.0,1.0,2.0,3.0,1.0,11/07/2022,Orlando Magic,15.5
Kenyon Martin Jr.,25:51,8.0,14.0,57.1,4.0,8.0,50.0,1.0,2.0,50.0,2.0,2.0,4.0,5.0,0.0,2.0,1.0,2.0,21.0,14.0,11/07/2022,Orlando Magic,39.0
Tari Eason,19:43,3.0,7.0,42.9,2.0,3.0,66.7,0.0,0.0,0.0,2.0,4.0,6.0,0.0,2.0,0.0,1.0,3.0,8.0,13.0,11/07/2022,Orlando Magic,20.0
Daishen Nix,11:06,1.0,3.0,33.3,1.0,2.0,50.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,11/07/2022,Orlando Magic,6.25
Garrison Mathews,8:07,2.0,2.0,100.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,-11.0,11/07/2022,Orlando Magic,7.0
