,Opp,Match,Result,Min,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
04/13/2011,NYK,NYK @ BOS,W,240,112,48,85,56.5,8,17,47.1,8,13,61.5,5,35,40,19,9,1,16,21,10
04/11/2011,WAS,NYK @ BOS,L,265,94,32,84,38.1,2,7,28.6,28,34,82.4,13,36,49,20,10,10,21,25,-1
04/10/2011,MIA,TOR @ MIL,L,240,77,29,64,45.3,6,13,46.2,13,16,81.3,3,23,26,16,9,2,19,18,-23
04/08/2011,WAS,DEN @ OKC,W,240,104,36,71,50.7,1,12,8.3,31,35,88.6,8,30,38,25,12,6,17,17,16
04/07/2011,CHI,DEN @ OKC,L,240,81,28,73,38.4,2,10,20.0,23,26,88.5,8,27,35,14,3,3,12,12,-16
04/05/2011,PHI,PHX @ CHI,W,240,99,40,76,52.6,4,10,40.0,15,19,78.9,9,28,37,29,6,8,15,16,17
04/03/2011,DET,PHX @ CHI,W,240,101,41,64,64.1,7,11,63.6,12,17,70.6,4,33,37,30,7,3,21,12,11
04/01/2011,ATL,MEM @ NOH,L,240,83,33,74,44.6,6,12,50.0,11,20,55.0,3,35,38,22,5,5,6,19,-5
03/31/2011,SAS,MEM @ NOH,W,240,107,46,84,54.8,2,11,18.2,13,16,81.3,8,35,43,29,6,4,11,20,10
03/28/2011,IND,CLE @ CHA,L,240,100,34,62,54.8,4,11,36.4,28,36,77.8,3,26,29,19,5,3,15,21,-7
03/27/2011,MIN,CLE @ CHA,W,240,85,30,75,40.0,4,15,26.7,21,26,80.8,13,29,42,18,7,0,11,18,3
03/25/2011,CHA,NYK @ CHA,L,240,81,29,71,40.8,3,15,20.0,20,26,76.9,9,28,37,15,3,5,17,24,-2
03/23/2011,MEM,IND @ CHA,L,240,87,29,69,42.0,7,15,46.7,22,23,95.7,4,33,37,24,12,0,20,17,-3
03/21/2011,NYK,IND @ CHA,W,240,96,37,80,46.3,1,10,10.0,21,26,80.8,10,38,48,17,11,0,9,21,10
03/19/2011,NOH,PHI @ POR,W,240,89,35,68,51.5,3,10,30.0,16,19,84.2,6,27,33,23,8,2,11,22,4
03/18/2011,HOU,PHI @ POR,L,240,77,30,71,42.3,1,10,10.0,16,25,64.0,6,29,35,19,8,4,13,21,-16
03/16/2011,IND,OKC @ MIA,W,240,92,30,64,46.9,6,10,60.0,26,33,78.8,7,29,36,17,5,9,15,17,12
03/14/2011,NJN,OKC @ MIA,L,240,79,35,85,41.2,2,10,20.0,7,8,87.5,13,37,50,22,6,3,12,22,-9
03/13/2011,MIL,OKC @ MIA,W,240,87,33,72,45.8,2,5,40.0,19,24,79.2,10,40,50,19,9,4,17,15,31
03/11/2011,PHI,POR @ ATL,L,240,86,33,79,41.8,3,11,27.3,17,20,85.0,8,37,45,24,4,5,11,16,-3
03/09/2011,LAC,DET @ SAS,L,240,103,37,84,44.0,6,17,35.3,23,27,85.2,11,27,38,21,10,3,9,17,-5
03/06/2011,MIL,DET @ SAS,W,240,89,35,68,51.5,5,10,50.0,14,15,93.3,3,30,33,23,11,3,18,17,6
03/04/2011,GSW,CHI @ MIA,W,240,107,39,73,53.4,7,18,38.9,22,24,91.7,6,22,28,26,10,2,15,20,4
03/02/2011,PHX,CHA @ DEN,W,240,115,44,82,53.7,4,12,33.3,23,34,67.6,10,35,45,24,7,3,13,26,12
02/28/2011,UTA,CHA @ DEN,W,240,107,39,82,47.6,7,15,46.7,22,25,88.0,6,36,42,22,9,3,13,27,5
02/26/2011,LAC,CHA @ ORL,W,240,99,30,73,41.1,4,9,44.4,35,41,85.4,14,29,43,21,11,3,17,16,7
02/24/2011,DEN,CHA @ ORL,L,240,75,30,77,39.0,3,17,17.6,12,15,80.0,3,35,38,18,14,8,13,20,-14
02/22/2011,GSW,SAC @ ORL,W,240,115,50,90,55.6,7,17,41.2,8,11,72.7,11,41,52,35,7,4,18,24,22
02/16/2011,NJN,PHI @ HOU,W,240,94,31,72,43.1,2,11,18.2,30,39,76.9,9,28,37,18,11,5,9,19,14
02/13/2011,MIA,POR @ DET,W,240,85,30,71,42.3,4,15,26.7,21,28,75.0,9,31,40,19,6,1,15,22,3
