,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Deni Avdija,26:50,3.0,6.0,50.0,1.0,3.0,33.3,2.0,2.0,100.0,0.0,7.0,7.0,2.0,1.0,2.0,0.0,2.0,9.0,12.0,10/25/2022,Detroit Pistons,27.25
Kyle Kuzma,27:24,9.0,17.0,52.9,0.0,5.0,0.0,7.0,8.0,87.5,0.0,6.0,6.0,1.0,0.0,1.0,3.0,4.0,25.0,23.0,10/25/2022,Detroit Pistons,34.5
Kristaps Porzingis,25:18,8.0,13.0,61.5,2.0,4.0,50.0,2.0,2.0,100.0,4.0,3.0,7.0,2.0,0.0,0.0,3.0,5.0,20.0,1.0,10/25/2022,Detroit Pistons,31.25
Bradley Beal,21:49,4.0,9.0,44.4,1.0,4.0,25.0,4.0,4.0,100.0,1.0,3.0,4.0,6.0,0.0,0.0,2.0,2.0,13.0,5.0,10/25/2022,Detroit Pistons,26.5
Monte Morris,29:38,3.0,8.0,37.5,1.0,4.0,25.0,2.0,4.0,50.0,1.0,5.0,6.0,6.0,0.0,0.0,0.0,3.0,9.0,19.0,10/25/2022,Detroit Pistons,26.0
Rui Hachimura,26:48,4.0,8.0,50.0,0.0,1.0,0.0,2.0,2.0,100.0,0.0,4.0,4.0,1.0,0.0,0.0,1.0,0.0,10.0,-5.0,10/25/2022,Detroit Pistons,16.0
Delon Wright,16:04,2.0,4.0,50.0,1.0,3.0,33.3,0.0,0.0,0.0,1.0,1.0,2.0,3.0,4.0,1.0,0.0,0.0,5.0,2.0,10/25/2022,Detroit Pistons,22.5
Will Barton,29:10,6.0,9.0,66.7,4.0,6.0,66.7,0.0,0.0,0.0,0.0,2.0,2.0,4.0,2.0,1.0,1.0,2.0,16.0,18.0,10/25/2022,Detroit Pistons,32.0
Daniel Gafford,19:48,4.0,6.0,66.7,0.0,0.0,0.0,1.0,2.0,50.0,1.0,4.0,5.0,1.0,0.0,2.0,0.0,2.0,9.0,19.0,10/25/2022,Detroit Pistons,20.75
Anthony Gill,6:31,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,10/25/2022,Detroit Pistons,2.0
Johnny Davis,2:54,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10/25/2022,Detroit Pistons,1.25
Taj Gibson,2:54,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10/25/2022,Detroit Pistons,0.0
Isaiah Todd,2:34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10/25/2022,Detroit Pistons,0.0
Jordan Goodwin,2:18,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,10/25/2022,Detroit Pistons,5.25
