,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Deni Avdija,19:58,3.0,7.0,42.9,1.0,3.0,33.3,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,7.0,-6.0,10/28/2022,Indiana Pacers,9.0
Kyle Kuzma,37:18,7.0,19.0,36.8,3.0,7.0,42.9,1.0,1.0,100.0,0.0,9.0,9.0,3.0,1.0,0.0,3.0,4.0,18.0,2.0,10/28/2022,Indiana Pacers,35.75
Kristaps Porzingis,30:56,7.0,13.0,53.8,2.0,4.0,50.0,6.0,7.0,85.7,2.0,4.0,6.0,1.0,1.0,0.0,2.0,4.0,22.0,-13.0,10/28/2022,Indiana Pacers,33.0
Bradley Beal,37:13,11.0,18.0,61.1,2.0,5.0,40.0,7.0,7.0,100.0,2.0,5.0,7.0,4.0,3.0,1.0,2.0,3.0,31.0,-10.0,10/28/2022,Indiana Pacers,53.75
Monte Morris,31:09,2.0,8.0,25.0,0.0,3.0,0.0,1.0,2.0,50.0,0.0,2.0,2.0,12.0,0.0,1.0,1.0,1.0,5.0,6.0,10/28/2022,Indiana Pacers,27.0
Johnny Davis,7:17,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,-13.0,10/28/2022,Indiana Pacers,3.5
Rui Hachimura,24:59,3.0,7.0,42.9,0.0,1.0,0.0,4.0,6.0,66.7,1.0,4.0,5.0,0.0,0.0,1.0,1.0,2.0,10.0,-19.0,10/28/2022,Indiana Pacers,17.75
Will Barton,29:04,3.0,6.0,50.0,3.0,5.0,60.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,1.0,2.0,9.0,-7.0,10/28/2022,Indiana Pacers,17.0
Daniel Gafford,14:56,3.0,4.0,75.0,0.0,0.0,0.0,4.0,5.0,80.0,2.0,2.0,4.0,0.0,0.0,0.0,1.0,2.0,10.0,1.0,10/28/2022,Indiana Pacers,14.5
Anthony Gill,4:07,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,3.0,10/28/2022,Indiana Pacers,6.25
Isaiah Todd,1:01,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10/28/2022,Indiana Pacers,0.0
Jordan Schakel,1:01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10/28/2022,Indiana Pacers,0.0
Vernon Carey Jr.,1:01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10/28/2022,Indiana Pacers,0.0
