,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
RJ Barrett,25:21,3.0,8.0,37.5,0.0,5.0,0.0,1.0,3.0,33.3,1.0,6.0,7.0,3.0,1.0,1.0,2.0,1.0,7.0,12.0,10/22/2021,Orlando Magic,23.25
Julius Randle,30:06,9.0,16.0,56.3,2.0,6.0,33.3,1.0,2.0,50.0,0.0,10.0,10.0,7.0,2.0,0.0,4.0,3.0,21.0,24.0,10/22/2021,Orlando Magic,47.0
Mitchell Robinson,28:13,3.0,5.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,9.0,0.0,0.0,0.0,1.0,5.0,6.0,4.0,10/22/2021,Orlando Magic,16.75
Evan Fournier,27:04,5.0,12.0,41.7,4.0,9.0,44.4,4.0,5.0,80.0,0.0,2.0,2.0,3.0,2.0,0.0,2.0,2.0,18.0,16.0,10/22/2021,Orlando Magic,30.0
Kemba Walker,21:46,4.0,8.0,50.0,3.0,5.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,11.0,-2.0,10/22/2021,Orlando Magic,17.5
Derrick Rose,23:34,4.0,8.0,50.0,4.0,6.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,12.0,34.0,10/22/2021,Orlando Magic,24.5
Jericho Sims,9:45,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,1.0,0.0,0.0,1.0,2.0,15.0,10/22/2021,Orlando Magic,9.0
Immanuel Quickley,19:58,5.0,10.0,50.0,4.0,8.0,50.0,2.0,2.0,100.0,1.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,16.0,11.0,10/22/2021,Orlando Magic,27.0
Alec Burks,18:11,4.0,7.0,57.1,4.0,7.0,57.1,0.0,0.0,0.0,0.0,2.0,2.0,7.0,0.0,0.0,0.0,1.0,12.0,20.0,10/22/2021,Orlando Magic,27.0
Obi Toppin,23:21,5.0,8.0,62.5,2.0,4.0,50.0,1.0,5.0,20.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,3.0,13.0,14.0,10/22/2021,Orlando Magic,25.5
Quentin Grimes,4:34,1.0,2.0,50.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,-7.0,10/22/2021,Orlando Magic,3.5
Kevin Knox II,4:28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,-7.0,10/22/2021,Orlando Magic,1.0
Miles McBride,2:40,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-7.0,10/22/2021,Orlando Magic,2.0
Wayne Selden,0:58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,10/22/2021,Orlando Magic,0.0
