,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
RJ Barrett,25:24,5.0,12.0,41.7,1.0,4.0,25.0,4.0,4.0,100.0,0.0,7.0,7.0,1.0,0.0,1.0,1.0,1.0,15.0,-29.0,12/29/2021,Detroit Pistons,27.25
Julius Randle,26:05,2.0,11.0,18.2,0.0,3.0,0.0,1.0,1.0,100.0,3.0,7.0,10.0,5.0,2.0,0.0,3.0,2.0,5.0,-27.0,12/29/2021,Detroit Pistons,27.5
Mitchell Robinson,20:02,3.0,7.0,42.9,0.0,0.0,0.0,1.0,3.0,33.3,6.0,1.0,7.0,1.0,0.0,0.0,3.0,1.0,7.0,-22.0,12/29/2021,Detroit Pistons,15.75
Quentin Grimes,12:37,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,-17.0,12/29/2021,Detroit Pistons,2.75
Kemba Walker,19:52,1.0,5.0,20.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,3.0,0.0,2.0,-21.0,12/29/2021,Detroit Pistons,6.0
Taj Gibson,27:58,1.0,2.0,50.0,0.0,0.0,0.0,2.0,2.0,100.0,2.0,6.0,8.0,2.0,1.0,4.0,0.0,2.0,4.0,31.0,12/29/2021,Detroit Pistons,27.0
Immanuel Quickley,34:40,4.0,13.0,30.8,2.0,7.0,28.6,8.0,8.0,100.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,18.0,27.0,12/29/2021,Detroit Pistons,24.75
Miles McBride,24:33,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,3.0,2.0,0.0,1.0,2.0,0.0,39.0,12/29/2021,Detroit Pistons,13.0
Alec Burks,26:54,12.0,17.0,70.6,5.0,8.0,62.5,5.0,5.0,100.0,0.0,4.0,4.0,2.0,3.0,0.0,3.0,2.0,34.0,28.0,12/29/2021,Detroit Pistons,49.0
Obi Toppin,21:55,3.0,5.0,60.0,0.0,1.0,0.0,3.0,4.0,75.0,0.0,4.0,4.0,1.0,1.0,0.0,0.0,1.0,9.0,36.0,12/29/2021,Detroit Pistons,17.5
