,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
RJ Barrett,40:24,6.0,20.0,30.0,2.0,8.0,25.0,1.0,1.0,100.0,2.0,8.0,10.0,4.0,0.0,1.0,3.0,2.0,15.0,-1.0,11/08/2021,Philadelphia 76ers,35.0
Julius Randle,35:40,12.0,25.0,48.0,5.0,10.0,50.0,2.0,2.0,100.0,2.0,10.0,12.0,3.0,1.0,0.0,3.0,2.0,31.0,-1.0,11/08/2021,Philadelphia 76ers,53.5
Nerlens Noel,12:21,2.0,3.0,66.7,0.0,0.0,0.0,2.0,2.0,100.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,6.0,12.0,11/08/2021,Philadelphia 76ers,8.5
Evan Fournier,26:42,5.0,8.0,62.5,1.0,4.0,25.0,0.0,0.0,0.0,0.0,6.0,6.0,2.0,1.0,0.0,1.0,4.0,11.0,12.0,11/08/2021,Philadelphia 76ers,23.5
Kemba Walker,26:53,3.0,9.0,33.3,1.0,6.0,16.7,1.0,1.0,100.0,0.0,3.0,3.0,5.0,1.0,0.0,0.0,1.0,8.0,-2.0,11/08/2021,Philadelphia 76ers,21.75
Taj Gibson,31:26,3.0,4.0,75.0,0.0,0.0,0.0,1.0,1.0,100.0,4.0,4.0,8.0,1.0,0.0,2.0,0.0,5.0,7.0,-9.0,11/08/2021,Philadelphia 76ers,22.5
Derrick Rose,20:44,2.0,8.0,25.0,0.0,2.0,0.0,2.0,2.0,100.0,1.0,3.0,4.0,2.0,1.0,0.0,3.0,0.0,6.0,10.0,11/08/2021,Philadelphia 76ers,14.5
Alec Burks,21:18,2.0,7.0,28.6,1.0,5.0,20.0,0.0,2.0,0.0,2.0,5.0,7.0,2.0,0.0,0.0,0.0,1.0,5.0,-5.0,11/08/2021,Philadelphia 76ers,17.25
Immanuel Quickley,15:51,3.0,4.0,75.0,3.0,4.0,75.0,1.0,2.0,50.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,1.0,10.0,9.0,11/08/2021,Philadelphia 76ers,15.0
Obi Toppin,8:42,2.0,3.0,66.7,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,0.0,1.0,1.0,0.0,4.0,10.0,11/08/2021,Philadelphia 76ers,13.75
