,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Harrison Barnes,37:20,4.0,12.0,33.3,0.0,5.0,0.0,8.0,8.0,100.0,2.0,7.0,9.0,2.0,0.0,0.0,0.0,0.0,16.0,-1.0,10/31/2022,Charlotte Hornets,30.25
Keegan Murray,31:56,5.0,15.0,33.3,2.0,7.0,28.6,0.0,0.0,0.0,1.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,12.0,15.0,10/31/2022,Charlotte Hornets,24.5
Domantas Sabonis,31:14,3.0,9.0,33.3,0.0,1.0,0.0,3.0,5.0,60.0,4.0,12.0,16.0,7.0,1.0,0.0,3.0,6.0,9.0,12.0,10/31/2022,Charlotte Hornets,40.0
Kevin Huerter,35:47,8.0,16.0,50.0,5.0,10.0,50.0,5.0,5.0,100.0,0.0,2.0,2.0,5.0,2.0,1.0,2.0,1.0,26.0,10.0,10/31/2022,Charlotte Hornets,43.5
De'Aaron Fox,9:00,2.0,4.0,50.0,1.0,3.0,33.3,3.0,3.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,8.0,-8.0,10/31/2022,Charlotte Hornets,8.5
Trey Lyles,21:09,1.0,4.0,25.0,1.0,3.0,33.3,3.0,4.0,75.0,2.0,2.0,4.0,3.0,1.0,2.0,2.0,4.0,6.0,11.0,10/31/2022,Charlotte Hornets,21.0
Davion Mitchell,31:18,9.0,11.0,81.8,5.0,6.0,83.3,0.0,0.0,0.0,0.0,4.0,4.0,0.0,3.0,0.0,5.0,2.0,23.0,5.0,10/31/2022,Charlotte Hornets,34.0
Malik Monk,15:07,2.0,9.0,22.2,2.0,7.0,28.6,1.0,1.0,100.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,7.0,-7.0,10/31/2022,Charlotte Hornets,11.75
Richaun Holmes,12:25,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,-7.0,10/31/2022,Charlotte Hornets,1.5
KZ Okpala,0:04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10/31/2022,Charlotte Hornets,0.0
Terence Davis,4:29,1.0,1.0,100.0,0.0,0.0,0.0,1.0,2.0,50.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,3.0,-1.0,10/31/2022,Charlotte Hornets,6.5
Alex Len,1:57,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-4.0,10/31/2022,Charlotte Hornets,0.0
Matthew Dellavedova,8:14,1.0,2.0,50.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,3.0,10.0,10/31/2022,Charlotte Hornets,8.0
