,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Harrison Barnes,34:48,4.0,12.0,33.3,2.0,5.0,40.0,2.0,2.0,100.0,2.0,5.0,7.0,1.0,0.0,0.0,0.0,0.0,12.0,-3.0,11/02/2022,Miami Heat,23.25
Keegan Murray,27:16,3.0,7.0,42.9,1.0,5.0,20.0,0.0,0.0,0.0,0.0,4.0,4.0,3.0,1.0,2.0,2.0,1.0,7.0,7.0,11/02/2022,Miami Heat,22.0
Domantas Sabonis,37:12,8.0,15.0,53.3,1.0,1.0,100.0,5.0,7.0,71.4,0.0,12.0,12.0,8.0,1.0,0.0,2.0,2.0,22.0,-5.0,11/02/2022,Miami Heat,50.5
Kevin Huerter,38:04,9.0,17.0,52.9,4.0,9.0,44.4,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,1.0,3.0,22.0,-1.0,11/02/2022,Miami Heat,31.0
Davion Mitchell,29:15,4.0,9.0,44.4,1.0,4.0,25.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,1.0,2.0,9.0,-11.0,11/02/2022,Miami Heat,16.25
Trey Lyles,12:50,1.0,3.0,33.3,1.0,3.0,33.3,0.0,0.0,0.0,0.0,4.0,4.0,1.0,0.0,0.0,1.0,0.0,3.0,-4.0,11/02/2022,Miami Heat,9.5
Malik Monk,21:60,8.0,13.0,61.5,2.0,5.0,40.0,1.0,1.0,100.0,0.0,0.0,0.0,7.0,0.0,1.0,3.0,3.0,19.0,1.0,11/02/2022,Miami Heat,31.0
Matthew Dellavedova,19:46,2.0,5.0,40.0,1.0,1.0,100.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,4.0,5.0,1.0,11/02/2022,Miami Heat,10.5
Richaun Holmes,10:48,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,11/02/2022,Miami Heat,9.0
Terence Davis,8:02,0.0,3.0,0.0,0.0,3.0,0.0,4.0,4.0,100.0,0.0,3.0,3.0,2.0,0.0,0.0,0.0,2.0,4.0,-2.0,11/02/2022,Miami Heat,10.75
