,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Harrison Barnes,31:20,4.0,8.0,50.0,0.0,2.0,0.0,1.0,2.0,50.0,1.0,7.0,8.0,4.0,0.0,1.0,1.0,2.0,9.0,-6.0,10/19/2022,Portland Trail Blazers,26.5
KZ Okpala,15:58,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,-4.0,10/19/2022,Portland Trail Blazers,4.0
Domantas Sabonis,33:07,5.0,10.0,50.0,0.0,1.0,0.0,3.0,6.0,50.0,1.0,3.0,4.0,5.0,1.0,1.0,3.0,6.0,13.0,7.0,10/19/2022,Portland Trail Blazers,28.0
Kevin Huerter,28:48,8.0,12.0,66.7,6.0,9.0,66.7,1.0,2.0,50.0,0.0,3.0,3.0,2.0,1.0,0.0,1.0,2.0,23.0,16.0,10/19/2022,Portland Trail Blazers,34.25
De'Aaron Fox,35:08,12.0,21.0,57.1,5.0,9.0,55.6,4.0,5.0,80.0,0.0,7.0,7.0,7.0,2.0,0.0,8.0,5.0,33.0,1.0,10/19/2022,Portland Trail Blazers,54.75
Malik Monk,15:42,2.0,7.0,28.6,2.0,5.0,40.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,0.0,1.0,2.0,1.0,6.0,-18.0,10/19/2022,Portland Trail Blazers,15.0
Terence Davis,25:04,4.0,9.0,44.4,2.0,5.0,40.0,4.0,4.0,100.0,1.0,4.0,5.0,1.0,2.0,1.0,0.0,3.0,14.0,-8.0,10/19/2022,Portland Trail Blazers,28.75
Davion Mitchell,25:51,1.0,8.0,12.5,0.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,0.0,0.0,0.0,1.0,2.0,-7.0,10/19/2022,Portland Trail Blazers,11.75
Trey Lyles,14:32,2.0,8.0,25.0,2.0,7.0,28.6,0.0,0.0,0.0,0.0,4.0,4.0,0.0,1.0,0.0,0.0,0.0,6.0,-4.0,10/19/2022,Portland Trail Blazers,14.0
Richaun Holmes,14:31,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,1.0,0.0,2.0,2.0,-12.0,10/19/2022,Portland Trail Blazers,9.75
