,Opp,Match,Result,Min,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
04/10/2018,CHA,DET @ CHI,L,240,93,40,99,40.4,8,31,25.8,5,8,62.5,13,40,53,22,3,4,8,16,-26
04/08/2018,CHA,SAC @ SAS,W,240,123,50,93,53.8,9,25,36.0,14,18,77.8,7,32,39,27,11,1,15,22,6
04/06/2018,TOR,SAC @ SAS,L,240,73,26,87,29.9,7,21,33.3,14,20,70.0,12,32,44,16,8,8,13,21,-19
04/05/2018,GSW,BKN @ MIL,W,240,126,50,93,53.8,15,29,51.7,11,15,73.3,13,34,47,32,11,3,13,24,20
04/03/2018,DEN,BKN @ MIL,L,240,104,41,84,48.8,9,19,47.4,13,16,81.3,6,29,35,23,11,4,13,24,-3
04/01/2018,LAC,MIL @ DEN,W,240,111,42,86,48.8,11,28,39.3,16,21,76.2,15,25,40,23,8,4,11,12,7
03/29/2018,SAC,PHI @ ATL,W,240,106,40,80,50.0,8,26,30.8,18,20,90.0,7,27,34,23,9,4,10,17,3
03/27/2018,GSW,PHI @ ATL,W,240,92,39,81,48.1,6,21,28.6,8,12,66.7,8,30,38,22,10,2,12,14,11
03/25/2018,MIA,BOS @ PHX,W,265,113,44,90,48.9,8,23,34.8,17,21,81.0,10,41,51,26,12,7,17,17,6
03/23/2018,LAC,MIL @ CHI,W,240,109,43,93,46.2,11,31,35.5,12,14,85.7,14,28,42,25,6,2,9,16,5
03/21/2018,NOP,MIL @ CHI,L,240,92,34,93,36.6,7,22,31.8,17,18,94.4,15,33,48,15,13,5,15,21,-4
03/19/2018,LAL,MEM @ BKN,W,240,110,43,87,49.4,6,21,28.6,18,19,94.7,9,35,44,24,9,8,7,16,10
03/17/2018,WAS,MEM @ BKN,L,240,102,39,86,45.3,12,24,50.0,12,15,80.0,10,28,38,24,6,4,15,18,-7
03/15/2018,TOR,DAL @ TOR,L,240,99,40,93,43.0,7,24,29.2,12,17,70.6,11,23,34,17,12,1,8,25,-7
03/13/2018,PHI,DAL @ TOR,W,240,101,38,95,40.0,5,24,20.8,20,25,80.0,14,31,45,20,13,2,10,23,3
03/11/2018,BOS,DEN @ LAL,W,240,99,39,81,48.1,12,22,54.5,9,10,90.0,6,33,39,26,9,7,18,20,2
03/09/2018,ATL,CHI @ DET,W,240,112,45,91,49.5,14,28,50.0,8,10,80.0,9,40,49,21,11,3,16,16,25
03/07/2018,UTA,CHI @ DET,L,240,84,34,88,38.6,3,23,13.0,13,17,76.5,14,31,45,12,9,3,12,17,-20
03/05/2018,MIL,POR @ LAL,W,240,92,33,77,42.9,10,17,58.8,16,21,76.2,8,29,37,18,13,5,15,15,3
03/04/2018,WAS,POR @ LAL,W,240,98,34,77,44.2,8,25,32.0,22,24,91.7,11,32,43,11,10,0,16,18,3
03/02/2018,MIL,POR @ LAL,W,240,103,37,83,44.6,6,16,37.5,23,30,76.7,13,35,48,19,12,4,16,23,7
02/28/2018,ATL,DEN @ MEM,L,240,102,38,90,42.2,11,32,34.4,15,20,75.0,11,32,43,21,13,5,24,20,-5
02/26/2018,DAL,ORL @ OKC,L,240,103,41,87,47.1,5,20,25.0,16,23,69.6,9,41,50,22,6,4,12,19,-6
02/23/2018,ATL,MIA @ NOP,W,240,116,48,101,47.5,9,28,32.1,11,13,84.6,15,42,57,30,17,3,17,20,23
02/14/2018,BKN,MIA @ NOP,W,240,108,39,90,43.3,6,15,40.0,24,28,85.7,15,37,52,20,10,7,8,20,5
02/11/2018,NYK,SAC @ HOU,W,240,121,47,94,50.0,12,28,42.9,15,22,68.2,16,38,54,27,7,5,13,16,8
02/09/2018,BOS,WAS @ CHI,W,240,97,37,83,44.6,5,20,25.0,18,22,81.8,13,40,53,18,6,5,15,20,6
02/05/2018,WAS,SAS @ PHX,L,240,102,37,80,46.3,12,29,41.4,16,25,64.0,8,27,35,19,6,2,16,18,-9
02/03/2018,PHI,DAL @ SAC,W,240,100,35,79,44.3,9,27,33.3,21,25,84.0,6,36,42,25,15,8,14,19,8
02/02/2018,CHA,DAL @ SAC,L,240,126,44,87,50.6,12,29,41.4,26,28,92.9,7,24,31,21,10,6,11,25,-7
