,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Score
Reggie Bullock,30:53,3.0,9.0,33.3,3.0,9.0,33.3,0.0,0.0,0.0,1.0,6.0,7.0,2.0,3.0,0.0,0.0,2.0,9.0,31.0,04/25/2022,28.25
Dorian Finney-Smith,40:58,4.0,11.0,36.4,3.0,7.0,42.9,2.0,2.0,100.0,3.0,2.0,5.0,4.0,1.0,0.0,2.0,3.0,13.0,29.0,04/25/2022,27.75
Dwight Powell,20:23,4.0,4.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,2.0,8.0,14.0,04/25/2022,13.0
Jalen Brunson,36:34,9.0,20.0,45.0,1.0,7.0,14.3,5.0,5.0,100.0,2.0,3.0,5.0,4.0,1.0,0.0,1.0,2.0,24.0,23.0,04/25/2022,38.25
Luka Doncic,32:46,11.0,22.0,50.0,3.0,10.0,30.0,8.0,12.0,66.7,0.0,13.0,13.0,5.0,0.0,1.0,5.0,4.0,33.0,32.0,04/25/2022,57.75
Spencer Dinwiddie,27:55,3.0,8.0,37.5,2.0,5.0,40.0,1.0,2.0,50.0,1.0,3.0,4.0,1.0,0.0,0.0,1.0,2.0,9.0,1.0,04/25/2022,16.0
Maxi Kleber,20:07,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,04/25/2022,6.25
Josh Green,13:60,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,-9.0,04/25/2022,1.25
Davis Bertans,6:24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,-2.0,04/25/2022,3.25
Trey Burke,4:40,2.0,4.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,-4.0,04/25/2022,5.25
Marquese Chriss,4:05,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,-3.0,04/25/2022,4.5
Boban Marjanovic,1:15,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-2.0,04/25/2022,0.75
