,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Reggie Bullock,28:59,1.0,4.0,25.0,1.0,4.0,25.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0,3.0,-4.0,11/02/2022,Utah Jazz,7.0
Dorian Finney-Smith,26:06,2.0,6.0,33.3,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,11/02/2022,Utah Jazz,10.5
JaVale McGee,7:59,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,4.0,-7.0,11/02/2022,Utah Jazz,8.5
Spencer Dinwiddie,35:10,8.0,20.0,40.0,4.0,11.0,36.4,0.0,0.0,0.0,1.0,3.0,4.0,5.0,4.0,0.0,1.0,1.0,20.0,9.0,11/02/2022,Utah Jazz,42.0
Luka Doncic,35:28,12.0,20.0,60.0,2.0,6.0,33.3,7.0,10.0,70.0,0.0,5.0,5.0,11.0,2.0,0.0,5.0,3.0,33.0,-3.0,11/02/2022,Utah Jazz,58.25
Christian Wood,23:10,10.0,15.0,66.7,1.0,5.0,20.0,0.0,0.0,0.0,2.0,8.0,10.0,0.0,0.0,0.0,3.0,0.0,21.0,-7.0,11/02/2022,Utah Jazz,32.5
Tim Hardaway Jr.,20:46,1.0,9.0,11.1,1.0,6.0,16.7,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,3.0,-2.0,11/02/2022,Utah Jazz,7.25
Maxi Kleber,25:01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.0,0.0,2.0,0.0,2.0,0.0,-4.0,11/02/2022,Utah Jazz,11.75
Josh Green,18:45,2.0,3.0,66.7,2.0,3.0,66.7,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,6.0,8.0,11/02/2022,Utah Jazz,8.25
Dwight Powell,18:36,4.0,5.0,80.0,0.0,0.0,0.0,1.0,2.0,50.0,2.0,3.0,5.0,0.0,1.0,1.0,0.0,1.0,9.0,25.0,11/02/2022,Utah Jazz,19.25
