,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Score
Reggie Bullock,34:44,0.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,1.0,2.0,0.0,1.0,1.0,0.0,-19.0,05/10/2022,10.0
Dorian Finney-Smith,36:54,2.0,6.0,33.3,2.0,5.0,40.0,2.0,2.0,100.0,2.0,1.0,3.0,2.0,0.0,0.0,2.0,2.0,8.0,-16.0,05/10/2022,14.75
Dwight Powell,7:34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,-4.0,05/10/2022,1.25
Luka Doncic,35:06,10.0,23.0,43.5,2.0,8.0,25.0,6.0,7.0,85.7,1.0,10.0,11.0,2.0,3.0,0.0,4.0,3.0,28.0,-17.0,05/10/2022,49.75
Jalen Brunson,34:45,9.0,17.0,52.9,0.0,1.0,0.0,3.0,6.0,50.0,0.0,7.0,7.0,2.0,1.0,0.0,4.0,3.0,21.0,-12.0,05/10/2022,32.75
Maxi Kleber,24:19,1.0,5.0,20.0,1.0,4.0,25.0,1.0,2.0,50.0,1.0,5.0,6.0,0.0,0.0,0.0,2.0,4.0,4.0,-22.0,05/10/2022,11.0
Spencer Dinwiddie,15:36,0.0,3.0,0.0,0.0,2.0,0.0,2.0,2.0,100.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,2.0,2.0,-6.0,05/10/2022,3.25
Davis Bertans,19:28,3.0,4.0,75.0,3.0,4.0,75.0,1.0,1.0,100.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,10.0,1.0,05/10/2022,14.75
Frank Ntilikina,12:46,1.0,4.0,25.0,0.0,3.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,-11.0,05/10/2022,4.5
Marquese Chriss,4:42,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,-11.0,05/10/2022,4.5
Sterling Brown,4:42,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.0,05/10/2022,1.25
Josh Green,4:42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.0,05/10/2022,1.25
Trey Burke,4:42,0.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-11.0,05/10/2022,2.0
