,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Reggie Bullock,25:21,1.0,7.0,14.3,0.0,5.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,2.0,3.0,1.0,2.0,3.0,2.0,12.0,11/04/2022,Toronto Raptors,17.0
Dorian Finney-Smith,30:42,4.0,7.0,57.1,2.0,5.0,40.0,1.0,2.0,50.0,2.0,2.0,4.0,0.0,1.0,0.0,3.0,1.0,11.0,-2.0,11/04/2022,Toronto Raptors,17.5
Dwight Powell,26:20,3.0,6.0,50.0,0.0,0.0,0.0,3.0,4.0,75.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,3.0,9.0,8.0,11/04/2022,Toronto Raptors,14.5
Spencer Dinwiddie,37:59,8.0,17.0,47.1,3.0,8.0,37.5,2.0,2.0,100.0,0.0,1.0,1.0,7.0,2.0,0.0,2.0,4.0,21.0,0.0,11/04/2022,Toronto Raptors,37.25
Luka Doncic,36:33,10.0,15.0,66.7,3.0,6.0,50.0,12.0,14.0,85.7,1.0,7.0,8.0,6.0,3.0,1.0,4.0,4.0,35.0,8.0,11/04/2022,Toronto Raptors,61.5
Christian Wood,22:45,5.0,8.0,62.5,1.0,2.0,50.0,2.0,2.0,100.0,0.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,13.0,-6.0,11/04/2022,Toronto Raptors,24.75
Tim Hardaway Jr.,19:06,2.0,8.0,25.0,2.0,6.0,33.3,0.0,0.0,0.0,0.0,2.0,2.0,3.0,1.0,0.0,2.0,2.0,6.0,-6.0,11/04/2022,Toronto Raptors,15.0
Maxi Kleber,16:50,1.0,4.0,25.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,3.0,0.0,2.0,-16.0,11/04/2022,Toronto Raptors,6.0
Josh Green,20:06,3.0,3.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,3.0,7.0,1.0,11/04/2022,Toronto Raptors,12.0
JaVale McGee,4:18,2.0,2.0,100.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,6.0,11/04/2022,Toronto Raptors,5.75
