,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Reggie Bullock,32:33,2.0,7.0,28.6,2.0,7.0,28.6,1.0,1.0,100.0,0.0,6.0,6.0,0.0,1.0,0.0,1.0,6.0,7.0,-11.0,05/02/2022,Phoenix Suns,17.0
Dorian Finney-Smith,40:27,5.0,10.0,50.0,2.0,6.0,33.3,3.0,4.0,75.0,3.0,3.0,6.0,0.0,1.0,0.0,1.0,3.0,15.0,-5.0,05/02/2022,Phoenix Suns,25.0
Dwight Powell,15:46,2.0,3.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,-10.0,05/02/2022,Phoenix Suns,5.25
Jalen Brunson,30:45,6.0,16.0,37.5,0.0,1.0,0.0,1.0,1.0,100.0,2.0,2.0,4.0,3.0,1.0,0.0,1.0,4.0,13.0,-7.0,05/02/2022,Phoenix Suns,24.0
Luka Doncic,44:23,15.0,30.0,50.0,4.0,11.0,36.4,11.0,14.0,78.6,2.0,10.0,12.0,8.0,0.0,1.0,5.0,1.0,45.0,-4.0,05/02/2022,Phoenix Suns,73.5
Spencer Dinwiddie,30:27,3.0,8.0,37.5,2.0,4.0,50.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,2.0,0.0,0.0,2.0,8.0,2.0,05/02/2022,Phoenix Suns,22.75
Maxi Kleber,24:53,6.0,9.0,66.7,5.0,8.0,62.5,2.0,5.0,40.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,19.0,-16.0,05/02/2022,Phoenix Suns,24.75
Davis Bertans,8:27,1.0,2.0,50.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,4.0,05/02/2022,Phoenix Suns,6.75
Josh Green,10:03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,11.0,05/02/2022,Phoenix Suns,2.5
Frank Ntilikina,2:17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,05/02/2022,Phoenix Suns,1.5
