,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Gordon Hayward,25:15,4.0,14.0,28.6,0.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,1.0,0.0,0.0,0.0,2.0,8.0,-7.0,11/17/2021,Washington Wizards,17.0
Miles Bridges,37:23,8.0,15.0,53.3,1.0,4.0,25.0,0.0,1.0,0.0,1.0,9.0,10.0,5.0,0.0,1.0,4.0,1.0,17.0,15.0,11/17/2021,Washington Wizards,37.5
Mason Plumlee,25:51,5.0,7.0,71.4,0.0,0.0,0.0,1.0,2.0,50.0,8.0,5.0,13.0,2.0,1.0,0.0,0.0,2.0,11.0,-4.0,11/17/2021,Washington Wizards,32.25
Terry Rozier,33:27,9.0,19.0,47.4,1.0,7.0,14.3,0.0,0.0,0.0,1.0,7.0,8.0,4.0,1.0,1.0,1.0,2.0,19.0,-4.0,11/17/2021,Washington Wizards,39.0
LaMelo Ball,35:54,4.0,18.0,22.2,2.0,7.0,28.6,1.0,1.0,100.0,2.0,4.0,6.0,14.0,2.0,0.0,5.0,3.0,11.0,19.0,11/17/2021,Washington Wizards,42.0
Nick Richards,13:32,3.0,4.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,2.0,1.0,4.0,6.0,-1.0,11/17/2021,Washington Wizards,12.0
Cody Martin,26:33,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,2.0,1.0,2.0,0.0,0.0,0.0,20.0,11/17/2021,Washington Wizards,15.25
Kelly Oubre Jr.,23:46,5.0,10.0,50.0,3.0,7.0,42.9,1.0,2.0,50.0,1.0,2.0,3.0,1.0,1.0,2.0,0.0,1.0,14.0,10.0,11/17/2021,Washington Wizards,26.75
Jalen McDaniels,17:19,4.0,5.0,80.0,3.0,3.0,100.0,0.0,0.0,0.0,0.0,6.0,6.0,1.0,0.0,0.0,0.0,1.0,11.0,8.0,11/17/2021,Washington Wizards,21.5
James Bouknight,0:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,11/17/2021,Washington Wizards,0.0
Kai Jones,0:30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,11/17/2021,Washington Wizards,0.0
