,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Gordon Hayward,34:42,10.0,17.0,58.8,3.0,6.0,50.0,2.0,2.0,100.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,25.0,-20.0,11/05/2021,Sacramento Kings,31.5
Miles Bridges,37:06,4.0,14.0,28.6,1.0,5.0,20.0,1.0,5.0,20.0,1.0,4.0,5.0,2.0,1.0,0.0,0.0,3.0,10.0,-30.0,11/05/2021,Sacramento Kings,21.75
Mason Plumlee,21:50,2.0,2.0,100.0,0.0,0.0,0.0,1.0,5.0,20.0,1.0,5.0,6.0,4.0,1.0,1.0,0.0,6.0,5.0,-13.0,11/05/2021,Sacramento Kings,22.5
Terry Rozier,30:54,3.0,14.0,21.4,1.0,7.0,14.3,2.0,2.0,100.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,9.0,-16.0,11/05/2021,Sacramento Kings,16.75
LaMelo Ball,30:42,9.0,14.0,64.3,4.0,8.0,50.0,2.0,2.0,100.0,1.0,2.0,3.0,13.0,0.0,0.0,2.0,1.0,24.0,-16.0,11/05/2021,Sacramento Kings,48.25
Nick Richards,18:42,2.0,5.0,40.0,0.0,0.0,0.0,3.0,3.0,100.0,2.0,0.0,2.0,2.0,3.0,1.0,1.0,3.0,7.0,-12.0,11/05/2021,Sacramento Kings,20.0
Kelly Oubre Jr.,13:49,4.0,10.0,40.0,1.0,5.0,20.0,0.0,0.0,0.0,1.0,3.0,4.0,0.0,0.0,0.0,1.0,2.0,9.0,-14.0,11/05/2021,Sacramento Kings,14.0
Ish Smith,12:03,1.0,3.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,2.0,-11.0,11/05/2021,Sacramento Kings,5.75
Cody Martin,20:05,5.0,5.0,100.0,0.0,0.0,0.0,2.0,2.0,100.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,12.0,-14.0,11/05/2021,Sacramento Kings,22.25
Jalen McDaniels,14:40,3.0,5.0,60.0,1.0,3.0,33.3,0.0,0.0,0.0,1.0,2.0,3.0,0.0,1.0,0.0,1.0,2.0,7.0,2.0,11/05/2021,Sacramento Kings,12.75
James Bouknight,3:31,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-5.0,11/05/2021,Sacramento Kings,0.0
Kai Jones,1:56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,11/05/2021,Sacramento Kings,-0.5
