,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Gordon Hayward,26:27,6.0,11.0,54.5,3.0,6.0,50.0,3.0,4.0,75.0,0.0,6.0,6.0,3.0,0.0,0.0,2.0,0.0,18.0,-18.0,10/28/2022,Orlando Magic,30.5
P.J. Washington,22:29,2.0,9.0,22.2,1.0,6.0,16.7,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,3.0,5.0,-19.0,10/28/2022,Orlando Magic,12.25
Mason Plumlee,20:32,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,4.0,0.0,0.0,2.0,3.0,2.0,-19.0,10/28/2022,Orlando Magic,12.0
Kelly Oubre Jr.,21:51,4.0,16.0,25.0,2.0,10.0,20.0,2.0,4.0,50.0,2.0,2.0,4.0,1.0,0.0,0.0,1.0,1.0,12.0,-13.0,10/28/2022,Orlando Magic,19.0
Dennis Smith Jr.,27:25,2.0,7.0,28.6,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,4.0,1.0,0.0,2.0,2.0,4.0,-14.0,10/28/2022,Orlando Magic,16.0
James Bouknight,26:09,4.0,11.0,36.4,3.0,7.0,42.9,0.0,2.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,2.0,11.0,-7.0,10/28/2022,Orlando Magic,14.75
Jalen McDaniels,22:05,1.0,7.0,14.3,0.0,2.0,0.0,4.0,4.0,100.0,1.0,6.0,7.0,2.0,1.0,0.0,1.0,3.0,6.0,-8.0,10/28/2022,Orlando Magic,19.25
Nick Richards,20:22,5.0,7.0,71.4,0.0,0.0,0.0,4.0,5.0,80.0,2.0,4.0,6.0,0.0,0.0,0.0,0.0,3.0,14.0,-13.0,10/28/2022,Orlando Magic,21.5
Theo Maledon,20:35,3.0,5.0,60.0,2.0,3.0,66.7,0.0,0.0,0.0,1.0,4.0,5.0,3.0,0.0,0.0,1.0,0.0,8.0,-6.0,10/28/2022,Orlando Magic,19.25
JT Thor,14:09,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,-13.0,10/28/2022,Orlando Magic,3.5
Mark Williams,7:06,3.0,5.0,60.0,0.0,0.0,0.0,1.0,1.0,100.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,7.0,12.0,10/28/2022,Orlando Magic,12.0
Kai Jones,5:31,1.0,1.0,100.0,0.0,0.0,0.0,2.0,4.0,50.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,4.0,9.0,10/28/2022,Orlando Magic,9.0
Bryce McGowens,5:19,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,9.0,10/28/2022,Orlando Magic,6.75
