,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Miles Bridges,36:02,12.0,22.0,54.5,2.0,10.0,20.0,1.0,1.0,100.0,1.0,10.0,11.0,1.0,1.0,1.0,5.0,3.0,27.0,-8.0,03/28/2022,Denver Nuggets,44.75
P.J. Washington,29:23,4.0,7.0,57.1,2.0,4.0,50.0,0.0,0.0,0.0,0.0,6.0,6.0,4.0,0.0,1.0,1.0,3.0,10.0,-2.0,03/28/2022,Denver Nuggets,26.0
Mason Plumlee,24:56,2.0,2.0,100.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,5.0,5.0,-16.0,03/28/2022,Denver Nuggets,16.5
Terry Rozier,26:18,5.0,14.0,35.7,2.0,7.0,28.6,0.0,0.0,0.0,0.0,2.0,2.0,8.0,1.0,0.0,0.0,3.0,12.0,-12.0,03/28/2022,Denver Nuggets,29.5
LaMelo Ball,34:13,8.0,21.0,38.1,4.0,11.0,36.4,2.0,2.0,100.0,3.0,3.0,6.0,11.0,2.0,0.0,3.0,4.0,22.0,-2.0,03/28/2022,Denver Nuggets,50.5
Cody Martin,16:38,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,-16.0,03/28/2022,Denver Nuggets,2.5
Montrezl Harrell,14:30,3.0,3.0,100.0,0.0,0.0,0.0,3.0,4.0,75.0,3.0,2.0,5.0,2.0,2.0,0.0,2.0,2.0,9.0,7.0,03/28/2022,Denver Nuggets,21.25
Kelly Oubre Jr.,26:07,5.0,9.0,55.6,2.0,6.0,33.3,0.0,2.0,0.0,1.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,12.0,14.0,03/28/2022,Denver Nuggets,21.75
Isaiah Thomas,21:29,5.0,12.0,41.7,1.0,4.0,25.0,1.0,2.0,50.0,0.0,4.0,4.0,2.0,1.0,0.0,0.0,1.0,12.0,14.0,03/28/2022,Denver Nuggets,22.5
Jalen McDaniels,10:25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,03/28/2022,Denver Nuggets,0.75
