,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score,Match
Michael Porter Jr.,30:30,8.0,17.0,47.1,4.0,11.0,36.4,2.0,2.0,100.0,1.0,7.0,8.0,1.0,0.0,0.0,1.0,1.0,22.0,33.0,01/01/2024,Charlotte Hornets,35.0,DEN @ GSW
Aaron Gordon,24:38,4.0,5.0,80.0,1.0,1.0,100.0,1.0,2.0,50.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,10.0,29.0,01/01/2024,Charlotte Hornets,17.0,DEN @ GSW
Nikola Jokic,27:30,6.0,7.0,85.7,0.0,0.0,0.0,1.0,1.0,100.0,0.0,11.0,11.0,6.0,1.0,1.0,3.0,2.0,13.0,27.0,01/01/2024,Charlotte Hornets,38.25,DEN @ GSW
Kentavious Caldwell-Pope,29:05,2.0,6.0,33.3,0.0,3.0,0.0,1.0,1.0,100.0,0.0,3.0,3.0,4.0,1.0,0.0,0.0,3.0,5.0,28.0,01/01/2024,Charlotte Hornets,16.75,DEN @ GSW
Jamal Murray,26:48,7.0,16.0,43.8,5.0,9.0,55.6,6.0,7.0,85.7,0.0,3.0,3.0,7.0,2.0,1.0,2.0,1.0,25.0,26.0,01/01/2024,Charlotte Hornets,46.75,DEN @ GSW
Peyton Watson,19:14,3.0,6.0,50.0,2.0,4.0,50.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,1.0,1.0,0.0,2.0,8.0,-5.0,01/01/2024,Charlotte Hornets,19.5,DEN @ GSW
Christian Braun,23:51,3.0,6.0,50.0,1.0,3.0,33.3,2.0,3.0,66.7,1.0,3.0,4.0,2.0,1.0,2.0,1.0,1.0,9.0,-11.0,01/01/2024,Charlotte Hornets,23.0,DEN @ GSW
Reggie Jackson,17:04,6.0,11.0,54.5,2.0,3.0,66.7,1.0,2.0,50.0,0.0,4.0,4.0,4.0,1.0,0.0,0.0,2.0,15.0,-2.0,01/01/2024,Charlotte Hornets,29.0,DEN @ GSW
Zeke Nnaji,20:30,1.0,5.0,20.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,0.0,3.0,2.0,2.0,2.0,-9.0,01/01/2024,Charlotte Hornets,12.25,DEN @ GSW
Julian Strawther,12:34,1.0,2.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,-14.0,01/01/2024,Charlotte Hornets,4.25,DEN @ GSW
Jalen Pickett,4:08,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,01/01/2024,Charlotte Hornets,0.0,DEN @ GSW
Braxton Key,4:08,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-6.0,01/01/2024,Charlotte Hornets,3.25,DEN @ GSW
