,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score,Match
Michael Porter Jr.,30:29,3.0,6.0,50.0,2.0,5.0,40.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,3.0,8.0,5.0,01/04/2024,Golden State Warriors,14.0,OKC @ BKN
Aaron Gordon,35:12,11.0,17.0,64.7,2.0,4.0,50.0,6.0,7.0,85.7,5.0,4.0,9.0,2.0,0.0,1.0,0.0,2.0,30.0,6.0,01/04/2024,Golden State Warriors,47.25,OKC @ BKN
Nikola Jokic,38:25,13.0,16.0,81.3,2.0,2.0,100.0,6.0,7.0,85.7,2.0,7.0,9.0,10.0,2.0,1.0,4.0,2.0,34.0,4.0,01/04/2024,Golden State Warriors,65.25,OKC @ BKN
Kentavious Caldwell-Pope,34:46,4.0,8.0,50.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,1.0,1.0,1.0,0.0,8.0,4.0,01/04/2024,Golden State Warriors,21.25,OKC @ BKN
Jamal Murray,32:03,8.0,16.0,50.0,1.0,6.0,16.7,8.0,9.0,88.9,0.0,2.0,2.0,6.0,2.0,0.0,0.0,4.0,25.0,9.0,01/04/2024,Golden State Warriors,41.0,OKC @ BKN
Reggie Jackson,15:57,1.0,6.0,16.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,2.0,-6.0,01/04/2024,Golden State Warriors,6.0,OKC @ BKN
Christian Braun,18:28,1.0,4.0,25.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,2.0,-5.0,01/04/2024,Golden State Warriors,7.0,OKC @ BKN
Peyton Watson,19:12,6.0,10.0,60.0,2.0,4.0,50.0,5.0,6.0,83.3,1.0,4.0,5.0,0.0,0.0,0.0,0.0,1.0,19.0,7.0,01/04/2024,Golden State Warriors,26.25,OKC @ BKN
Julian Strawther,9:18,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-6.0,01/04/2024,Golden State Warriors,4.75,OKC @ BKN
Zeke Nnaji,6:10,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,-3.0,01/04/2024,Golden State Warriors,7.25,OKC @ BKN
