,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score,Match
Michael Porter Jr.,28:04,7.0,12.0,58.3,1.0,5.0,20.0,3.0,3.0,100.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,18.0,29.0,01/07/2024,Detroit Pistons,22.25,PHX @ LAC
Aaron Gordon,20:21,3.0,4.0,75.0,0.0,0.0,0.0,2.0,2.0,100.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,8.0,10.0,01/07/2024,Detroit Pistons,12.75,PHX @ LAC
Nikola Jokic,24:37,2.0,3.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,16.0,0.0,5.0,2.0,4.0,4.0,16.0,01/07/2024,Detroit Pistons,45.75,PHX @ LAC
Kentavious Caldwell-Pope,36:07,6.0,10.0,60.0,3.0,6.0,50.0,3.0,3.0,100.0,0.0,4.0,4.0,0.0,2.0,1.0,3.0,2.0,18.0,12.0,01/07/2024,Detroit Pistons,29.0,PHX @ LAC
Jamal Murray,30:01,14.0,24.0,58.3,3.0,8.0,37.5,6.0,7.0,85.7,2.0,3.0,5.0,4.0,1.0,1.0,1.0,4.0,37.0,11.0,01/07/2024,Detroit Pistons,54.25,PHX @ LAC
Reggie Jackson,21:12,5.0,7.0,71.4,1.0,1.0,100.0,2.0,2.0,100.0,2.0,1.0,3.0,9.0,1.0,0.0,1.0,5.0,13.0,14.0,01/07/2024,Detroit Pistons,32.25,PHX @ LAC
Christian Braun,21:01,3.0,5.0,60.0,0.0,1.0,0.0,1.0,2.0,50.0,0.0,3.0,3.0,1.0,0.0,1.0,0.0,0.0,7.0,6.0,01/07/2024,Detroit Pistons,14.25,PHX @ LAC
Peyton Watson,23:22,4.0,10.0,40.0,2.0,4.0,50.0,5.0,5.0,100.0,1.0,5.0,6.0,1.0,1.0,1.0,0.0,0.0,15.0,7.0,01/07/2024,Detroit Pistons,29.0,PHX @ LAC
DeAndre Jordan,20:54,3.0,3.0,100.0,0.0,0.0,0.0,3.0,5.0,60.0,0.0,7.0,7.0,1.0,0.0,1.0,3.0,5.0,9.0,7.0,01/07/2024,Detroit Pistons,19.75,PHX @ LAC
Justin Holiday,4:25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,01/07/2024,Detroit Pistons,0.0,PHX @ LAC
Collin Gillespie,2:29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-6.0,01/07/2024,Detroit Pistons,-0.5,PHX @ LAC
Braxton Key,2:29,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,100.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,-6.0,01/07/2024,Detroit Pistons,3.25,PHX @ LAC
Jay Huff,2:29,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-6.0,01/07/2024,Detroit Pistons,0.0,PHX @ LAC
Zeke Nnaji,2:29,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,01/07/2024,Detroit Pistons,0.0,PHX @ LAC
