,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Talen Horton-Tucker,38:58,9.0,18.0,50.0,3.0,6.0,50.0,4.0,4.0,100.0,4.0,8.0,12.0,3.0,2.0,1.0,3.0,5.0,25.0,3.0,11/17/2021,Milwaukee Bucks,50.5
Carmelo Anthony,31:39,4.0,10.0,40.0,2.0,8.0,25.0,0.0,0.0,0.0,0.0,6.0,6.0,1.0,1.0,0.0,2.0,2.0,10.0,1.0,11/17/2021,Milwaukee Bucks,21.0
Anthony Davis,37:00,9.0,15.0,60.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,7.0,9.0,4.0,0.0,2.0,1.0,4.0,18.0,5.0,11/17/2021,Milwaukee Bucks,38.75
Avery Bradley,16:48,2.0,6.0,33.3,1.0,3.0,33.3,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,5.0,-6.0,11/17/2021,Milwaukee Bucks,8.25
Russell Westbrook,35:38,7.0,16.0,43.8,2.0,5.0,40.0,3.0,4.0,75.0,1.0,3.0,4.0,15.0,1.0,0.0,3.0,3.0,19.0,3.0,11/17/2021,Milwaukee Bucks,48.0
Wayne Ellington,19:55,1.0,7.0,14.3,1.0,7.0,14.3,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,-1.0,11/17/2021,Milwaukee Bucks,7.25
Rajon Rondo,12:22,3.0,5.0,60.0,2.0,3.0,66.7,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,8.0,-10.0,11/17/2021,Milwaukee Bucks,11.0
Malik Monk,23:30,4.0,10.0,40.0,1.0,7.0,14.3,2.0,2.0,100.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,11.0,-9.0,11/17/2021,Milwaukee Bucks,17.0
Dwight Howard,8:17,1.0,2.0,50.0,0.0,0.0,0.0,1.0,2.0,50.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,3.0,-11.0,11/17/2021,Milwaukee Bucks,9.5
Kent Bazemore,10:52,0.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,-5.0,11/17/2021,Milwaukee Bucks,5.25
DeAndre Jordan,5:01,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,11/17/2021,Milwaukee Bucks,5.0
