,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Kent Bazemore,27:40,4.0,6.0,66.7,3.0,5.0,60.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,1.0,0.0,1.0,4.0,11.0,6.0,10/27/2021,Oklahoma City Thunder,22.5
Anthony Davis,36:34,12.0,22.0,54.5,0.0,1.0,0.0,6.0,7.0,85.7,4.0,4.0,8.0,2.0,1.0,0.0,2.0,1.0,30.0,-7.0,10/27/2021,Oklahoma City Thunder,44.0
DeAndre Jordan,12:41,3.0,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,2.0,1.0,2.0,6.0,2.0,10/27/2021,Oklahoma City Thunder,14.5
Malik Monk,32:17,4.0,8.0,50.0,1.0,5.0,20.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,1.0,0.0,1.0,2.0,9.0,-8.0,10/27/2021,Oklahoma City Thunder,19.25
Russell Westbrook,34:50,8.0,20.0,40.0,2.0,8.0,25.0,2.0,3.0,66.7,4.0,10.0,14.0,13.0,1.0,0.0,10.0,4.0,20.0,-12.0,10/27/2021,Oklahoma City Thunder,55.0
Rajon Rondo,16:24,3.0,7.0,42.9,1.0,2.0,50.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,1.0,0.0,1.0,1.0,7.0,3.0,10/27/2021,Oklahoma City Thunder,19.25
Carmelo Anthony,30:53,5.0,14.0,35.7,1.0,8.0,12.5,2.0,2.0,100.0,0.0,3.0,3.0,1.0,2.0,0.0,1.0,2.0,13.0,-6.0,10/27/2021,Oklahoma City Thunder,22.25
Austin Reaves,17:46,1.0,4.0,25.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,-5.0,10/27/2021,Oklahoma City Thunder,4.5
Dwight Howard,14:17,1.0,1.0,100.0,0.0,0.0,0.0,2.0,2.0,100.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,5.0,4.0,-2.0,10/27/2021,Oklahoma City Thunder,8.5
Avery Bradley,16:38,5.0,7.0,71.4,3.0,4.0,75.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,13.0,-11.0,10/27/2021,Oklahoma City Thunder,15.75
