,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Khris Middleton,35:08,5.0,13.0,38.5,4.0,8.0,50.0,6.0,6.0,100.0,3.0,3.0,6.0,4.0,0.0,0.0,6.0,4.0,20.0,-15.0,12/08/2021,Miami Heat,32.5
Giannis Antetokounmpo,32:36,4.0,13.0,30.8,0.0,2.0,0.0,7.0,12.0,58.3,1.0,5.0,6.0,4.0,1.0,1.0,3.0,3.0,15.0,-11.0,12/08/2021,Miami Heat,31.0
Bobby Portis,30:08,7.0,13.0,53.8,1.0,3.0,33.3,3.0,4.0,75.0,4.0,3.0,7.0,0.0,2.0,2.0,3.0,3.0,18.0,-17.0,12/08/2021,Miami Heat,33.75
Grayson Allen,25:15,3.0,9.0,33.3,2.0,7.0,28.6,0.0,0.0,0.0,0.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,8.0,-14.0,12/08/2021,Miami Heat,15.5
Jrue Holiday,36:48,12.0,17.0,70.6,3.0,7.0,42.9,0.0,0.0,0.0,0.0,4.0,4.0,4.0,2.0,1.0,4.0,4.0,27.0,-11.0,12/08/2021,Miami Heat,43.5
Pat Connaughton,31:10,2.0,8.0,25.0,1.0,5.0,20.0,1.0,2.0,50.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,6.0,7.0,12/08/2021,Miami Heat,13.0
Rodney Hood,12:57,1.0,2.0,50.0,0.0,0.0,0.0,1.0,1.0,100.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,3.0,3.0,12/08/2021,Miami Heat,9.5
DeMarcus Cousins,13:25,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,5.0,6.0,2.0,1.0,0.0,2.0,2.0,0.0,9.0,12/08/2021,Miami Heat,11.5
Javonte Smart,11:02,1.0,5.0,20.0,1.0,4.0,25.0,2.0,2.0,100.0,1.0,3.0,4.0,2.0,1.0,0.0,0.0,1.0,5.0,5.0,12/08/2021,Miami Heat,15.5
Wesley Matthews,11:31,1.0,3.0,33.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,-1.0,12/08/2021,Miami Heat,3.5
