,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Khris Middleton,30:37,5.0,11.0,45.5,4.0,9.0,44.4,3.0,3.0,100.0,0.0,5.0,5.0,7.0,1.0,0.0,6.0,2.0,17.0,6.0,11/26/2021,Denver Nuggets,34.75
Giannis Antetokounmpo,30:06,10.0,13.0,76.9,1.0,1.0,100.0,3.0,9.0,33.3,0.0,13.0,13.0,7.0,0.0,1.0,1.0,0.0,24.0,18.0,11/26/2021,Denver Nuggets,52.75
Bobby Portis,28:29,5.0,12.0,41.7,1.0,4.0,25.0,0.0,0.0,0.0,2.0,6.0,8.0,1.0,1.0,3.0,2.0,2.0,11.0,10.0,11/26/2021,Denver Nuggets,30.0
Grayson Allen,24:26,3.0,6.0,50.0,2.0,5.0,40.0,2.0,2.0,100.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,10.0,5.0,11/26/2021,Denver Nuggets,13.5
Jrue Holiday,33:27,7.0,10.0,70.0,1.0,3.0,33.3,1.0,2.0,50.0,1.0,4.0,5.0,6.0,0.0,1.0,2.0,0.0,16.0,28.0,11/26/2021,Denver Nuggets,32.75
Pat Connaughton,27:08,7.0,8.0,87.5,4.0,5.0,80.0,2.0,3.0,66.7,0.0,4.0,4.0,0.0,1.0,1.0,3.0,1.0,20.0,22.0,11/26/2021,Denver Nuggets,29.5
George Hill,25:17,2.0,4.0,50.0,1.0,3.0,33.3,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,5.0,13.0,11/26/2021,Denver Nuggets,11.75
Rodney Hood,17:28,3.0,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,6.0,-9.0,11/26/2021,Denver Nuggets,10.0
Jordan Nwora,13:20,3.0,5.0,60.0,2.0,3.0,66.7,0.0,0.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,5.0,1.0,8.0,-11.0,11/26/2021,Denver Nuggets,11.5
Thanasis Antetokounmpo,3:14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.0,11/26/2021,Denver Nuggets,0.0
Georgios Kalaitzakis,3:14,1.0,1.0,100.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,-9.0,11/26/2021,Denver Nuggets,3.0
Sandro Mamukelashvili,3:14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.0,11/26/2021,Denver Nuggets,0.0
