,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Khris Middleton,27:31,8.0,17.0,47.1,3.0,10.0,30.0,0.0,0.0,0.0,0.0,4.0,4.0,5.0,3.0,0.0,4.0,5.0,19.0,18.0,04/05/2022,Chicago Bulls,37.0
Giannis Antetokounmpo,24:00,7.0,13.0,53.8,1.0,2.0,50.0,3.0,5.0,60.0,2.0,7.0,9.0,7.0,0.0,0.0,2.0,5.0,18.0,12.0,04/05/2022,Chicago Bulls,39.25
Brook Lopez,29:22,9.0,14.0,64.3,1.0,4.0,25.0,9.0,9.0,100.0,1.0,6.0,7.0,0.0,2.0,3.0,1.0,1.0,28.0,18.0,04/05/2022,Chicago Bulls,46.75
Wesley Matthews,22:23,3.0,4.0,75.0,3.0,4.0,75.0,2.0,2.0,100.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,11.0,6.0,04/05/2022,Chicago Bulls,14.5
Jrue Holiday,34:50,5.0,12.0,41.7,1.0,3.0,33.3,0.0,0.0,0.0,1.0,5.0,6.0,13.0,0.0,1.0,3.0,1.0,11.0,19.0,04/05/2022,Chicago Bulls,39.0
Bobby Portis,26:26,6.0,11.0,54.5,1.0,4.0,25.0,0.0,0.0,0.0,2.0,7.0,9.0,2.0,0.0,0.0,1.0,2.0,13.0,9.0,04/05/2022,Chicago Bulls,27.25
Grayson Allen,24:30,4.0,6.0,66.7,1.0,3.0,33.3,4.0,4.0,100.0,1.0,2.0,3.0,1.0,0.0,2.0,0.0,0.0,13.0,21.0,04/05/2022,Chicago Bulls,22.75
George Hill,17:08,1.0,1.0,100.0,0.0,0.0,0.0,3.0,3.0,100.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,5.0,3.0,04/05/2022,Chicago Bulls,9.0
Pat Connaughton,17:27,1.0,3.0,33.3,0.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,1.0,1.0,1.0,0.0,1.0,2.0,-1.0,04/05/2022,Chicago Bulls,12.5
Sandro Mamukelashvili,4:20,1.0,2.0,50.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,3.0,0.0,04/05/2022,Chicago Bulls,4.5
Thanasis Antetokounmpo,4:01,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,04/05/2022,Chicago Bulls,5.5
Jordan Nwora,4:01,0.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,04/05/2022,Chicago Bulls,2.0
Jevon Carter,4:01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,04/05/2022,Chicago Bulls,4.75
