,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Jason Siggers,36:53,15.0,26.0,57.7,5.0,9.0,55.6,5.0,5.0,100.0,0.0,1.0,1.0,2.0,1.0,0.0,3.0,3.0,40.0,-37.0,10/09/2022,Oklahoma City Thunder,47.25
Willy Workman,34:36,4.0,11.0,36.4,0.0,2.0,0.0,2.0,2.0,100.0,4.0,6.0,10.0,4.0,3.0,0.0,0.0,2.0,10.0,-27.0,10/09/2022,Oklahoma City Thunder,34.5
Terrence Jones,31:47,6.0,14.0,42.9,0.0,2.0,0.0,3.0,8.0,37.5,2.0,4.0,6.0,2.0,1.0,1.0,0.0,2.0,15.0,-38.0,10/09/2022,Oklahoma City Thunder,29.5
Alex Leder,23:01,3.0,6.0,50.0,1.0,2.0,50.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,5.0,7.0,-26.0,10/09/2022,Oklahoma City Thunder,14.5
Norris  Cole,32:32,5.0,14.0,35.7,1.0,4.0,25.0,1.0,1.0,100.0,0.0,1.0,1.0,6.0,1.0,0.0,2.0,2.0,12.0,-41.0,10/09/2022,Oklahoma City Thunder,23.75
Jeff Adrien,5:40,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,-4.0,10/09/2022,Oklahoma City Thunder,5.25
Rom Geffen,24:42,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,5.0,1.0,0.0,1.0,1.0,0.0,-21.0,10/09/2022,Oklahoma City Thunder,12.75
Daniel Hillel,10:44,2.0,4.0,50.0,2.0,3.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,-6.0,10/09/2022,Oklahoma City Thunder,7.0
Jordan Lewis,20:16,0.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,2.0,0.0,-26.0,10/09/2022,Oklahoma City Thunder,8.5
Leandro Garcia Morales,4:55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-6.0,10/09/2022,Oklahoma City Thunder,0.0
Ziv Maoz,10:17,2.0,4.0,50.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,-5.0,10/09/2022,Oklahoma City Thunder,5.5
Gilad Melnik,2:31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10/09/2022,Oklahoma City Thunder,0.0
Niv Avidan,2:06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10/09/2022,Oklahoma City Thunder,2.0
