,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Luguentz Dort,34:02,6.0,14.0,42.9,2.0,7.0,28.6,3.0,3.0,100.0,1.0,4.0,5.0,2.0,1.0,0.0,0.0,2.0,17.0,-3.0,01/11/2022,Washington Wizards,29.25
Aaron Wiggins,17:53,1.0,6.0,16.7,0.0,4.0,0.0,0.0,0.0,0.0,2.0,4.0,6.0,0.0,1.0,0.0,1.0,3.0,2.0,-7.0,01/11/2022,Washington Wizards,11.0
Jeremiah Robinson-Earl,28:29,2.0,5.0,40.0,2.0,4.0,50.0,1.0,2.0,50.0,1.0,2.0,3.0,2.0,0.0,0.0,0.0,3.0,7.0,2.0,01/11/2022,Washington Wizards,14.75
Josh Giddey,35:60,8.0,15.0,53.3,2.0,6.0,33.3,0.0,0.0,0.0,2.0,4.0,6.0,8.0,2.0,0.0,2.0,1.0,18.0,-2.0,01/11/2022,Washington Wizards,41.5
Shai Gilgeous-Alexander,35:00,13.0,22.0,59.1,1.0,2.0,50.0,5.0,6.0,83.3,0.0,3.0,3.0,8.0,1.0,0.0,2.0,4.0,32.0,-5.0,01/11/2022,Washington Wizards,49.25
Darius Bazley,30:06,5.0,7.0,71.4,2.0,4.0,50.0,2.0,2.0,100.0,2.0,7.0,9.0,1.0,0.0,1.0,0.0,3.0,14.0,2.0,01/11/2022,Washington Wizards,29.75
Tre Mann,22:35,4.0,11.0,36.4,1.0,5.0,20.0,2.0,2.0,100.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,11.0,-5.0,01/11/2022,Washington Wizards,14.0
Mike Muscala,9:47,2.0,6.0,33.3,1.0,3.0,33.3,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,01/11/2022,Washington Wizards,9.25
Ty Jerome,14:23,6.0,10.0,60.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,12.0,1.0,01/11/2022,Washington Wizards,14.75
Derrick Favors,11:45,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,-5.0,01/11/2022,Washington Wizards,5.25
