,Opp,Match,Result,Min,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
04/14/2010,LAL,DET @ MIN,W,240,107,42,83,50.6,9,23,39.1,14,19,73.7,9,39,48,31,9,7,12,21,16
04/12/2010,DAL,DAL @ LAC,L,240,94,38,83,45.8,6,17,35.3,12,15,80.0,11,28,39,23,5,3,16,19,-23
04/10/2010,GSW,DAL @ LAC,W,240,107,42,83,50.6,5,20,25.0,18,27,66.7,9,46,55,23,6,6,18,20,3
04/08/2010,SAC,NYK @ ORL,L,240,94,39,82,47.6,7,19,36.8,9,11,81.8,7,25,32,18,5,4,12,14,-22
04/07/2010,POR,NYK @ ORL,L,240,85,38,77,49.4,5,15,33.3,4,8,50.0,8,26,34,24,7,5,15,11,-8
04/04/2010,NYK,DET @ PHI,L,240,107,43,87,49.4,7,28,25.0,14,21,66.7,13,36,49,22,6,5,18,17,-6
04/03/2010,DEN,DET @ PHI,L,240,90,36,76,47.4,10,24,41.7,8,12,66.7,7,37,44,26,5,3,23,17,-8
03/31/2010,TOR,ATL @ CLE,L,240,92,38,88,43.2,9,25,36.0,7,15,46.7,15,26,41,25,6,4,12,18,-22
03/30/2010,MIL,ATL @ CLE,L,240,89,32,87,36.8,5,15,33.3,20,25,80.0,20,32,52,16,4,3,13,19,-18
03/28/2010,GSW,SAC @ IND,L,240,103,34,90,37.8,8,26,30.8,27,32,84.4,24,29,53,19,3,9,20,22,-18
03/25/2010,HOU,ATL @ PHI,W,240,99,36,85,42.4,9,28,32.1,18,26,69.2,15,41,56,22,4,10,15,19,6
03/23/2010,DAL,ATL @ PHI,L,240,96,33,87,37.9,7,25,28.0,23,30,76.7,18,32,50,20,4,4,12,17,-10
03/21/2010,SAC,CHA @ WAS,L,240,89,34,74,45.9,2,12,16.7,19,27,70.4,6,34,40,17,6,6,19,14,-13
03/17/2010,MIL,CHA @ MIA,W,240,101,34,64,53.1,6,12,50.0,27,34,79.4,4,34,38,25,8,8,18,12,8
03/15/2010,NOH,NOH @ GSW,L,240,100,40,93,43.0,5,25,20.0,15,19,78.9,13,26,39,30,5,1,8,12,-8
03/13/2010,SAS,DET @ ATL,L,240,88,37,82,45.1,6,14,42.9,8,12,66.7,7,25,32,16,5,8,15,14,-30
03/12/2010,CHA,DET @ ATL,L,240,98,42,73,57.5,9,19,47.4,5,9,55.6,7,23,30,22,8,7,23,17,-8
03/10/2010,MIA,DET @ ATL,L,240,97,38,89,42.7,11,27,40.7,10,13,76.9,14,28,42,21,6,2,13,26,-11
03/09/2010,ORL,MEM @ BOS,L,240,87,37,86,43.0,8,21,38.1,5,6,83.3,9,33,42,21,3,6,13,8,-26
03/06/2010,UTA,SAS @ MEM,L,240,85,35,86,40.7,8,21,38.1,7,11,63.6,11,37,48,18,3,10,20,14,-22
03/05/2010,OKC,SAS @ MEM,L,240,87,32,86,37.2,6,21,28.6,17,26,65.4,16,31,47,18,8,2,18,24,-17
03/03/2010,PHX,PHI @ ATL,L,240,101,39,85,45.9,10,28,35.7,13,17,76.5,8,22,30,26,7,3,13,19,-26
03/01/2010,UTA,PHI @ ATL,W,240,108,36,75,48.0,10,22,45.5,26,29,89.7,10,31,41,24,7,10,19,18,4
02/28/2010,SAC,PHI @ ATL,L,240,92,31,83,37.3,5,20,25.0,25,31,80.6,11,38,49,14,4,5,15,18,-5
02/26/2010,PHX,WAS @ NJN,L,240,112,43,89,48.3,12,25,48.0,14,19,73.7,10,24,34,24,6,3,9,18,-13
02/24/2010,DET,MIL @ IND,W,240,97,34,84,40.5,7,21,33.3,22,24,91.7,21,35,56,21,0,2,14,16,6
02/22/2010,CHA,MIL @ IND,W,240,98,36,76,47.4,9,23,39.1,17,25,68.0,15,33,48,28,9,6,18,22,4
02/20/2010,SAC,HOU @ NOH,W,240,99,35,79,44.3,11,22,50.0,18,21,85.7,10,35,45,23,3,6,24,24,10
02/17/2010,ATL,TOR @ NJN,L,240,92,37,73,50.7,8,21,38.1,10,17,58.8,8,28,36,26,2,6,24,19,-18
02/16/2010,POR,TOR @ NJN,L,240,87,36,75,48.0,7,20,35.0,8,15,53.3,14,26,40,15,2,5,21,22,-22
02/10/2010,GSW,MIN @ DET,L,240,102,37,88,42.0,7,15,46.7,21,26,80.8,13,23,36,22,7,2,11,20,-30
02/09/2010,UTA,MIN @ DET,L,240,99,33,72,45.8,5,20,25.0,28,38,73.7,13,26,39,23,5,6,16,23,-10
02/06/2010,SAS,NOH @ ORL,L,240,81,31,75,41.3,1,9,11.1,18,20,90.0,7,35,42,21,5,9,21,19,-17
02/03/2010,ATL,SAS @ POR,L,240,97,39,89,43.8,7,18,38.9,12,18,66.7,14,35,49,21,7,8,13,24,-6
02/02/2010,CHI,SAS @ POR,W,240,90,37,82,45.1,6,14,42.9,10,17,58.8,7,35,42,21,11,7,15,15,8
01/31/2010,CLE,PHX @ NOH,L,240,89,35,83,42.2,7,19,36.8,12,19,63.2,13,29,42,17,5,2,14,17,-25
01/29/2010,MIN,MIA @ DET,L,240,97,39,94,41.5,5,23,21.7,14,27,51.9,15,26,41,17,10,3,12,22,-14
01/27/2010,NJN,MIA @ DET,L,240,87,32,76,42.1,5,19,26.3,18,28,64.3,13,25,38,20,5,3,18,19,-16
01/25/2010,BOS,CHA @ DEN,L,240,89,31,80,38.8,5,12,41.7,22,28,78.6,11,37,48,18,11,2,16,23,-6
01/24/2010,WAS,CHA @ DEN,W,240,92,37,86,43.0,3,16,18.8,15,20,75.0,15,30,45,26,11,10,11,17,14
01/21/2010,DEN,OKC @ MEM,L,240,85,34,90,37.8,1,17,5.9,16,19,84.2,13,26,39,16,7,3,11,25,-20
01/20/2010,CHI,OKC @ MEM,W,240,104,38,82,46.3,5,11,45.5,23,39,59.0,11,38,49,23,11,6,17,20,7
01/18/2010,NJN,SAC @ CHA,W,240,106,40,72,55.6,3,12,25.0,23,29,79.3,9,28,37,32,6,8,18,18,11
01/16/2010,CLE,SAC @ CHA,L,240,101,37,62,59.7,10,19,52.6,17,24,70.8,4,23,27,22,7,5,17,17,-1
01/15/2010,LAL,OKC @ DAL,L,240,86,31,77,40.3,5,20,25.0,19,25,76.0,7,31,38,25,3,6,19,25,-40
01/13/2010,NOH,OKC @ DAL,L,240,94,35,86,40.7,1,14,7.1,23,32,71.9,17,29,46,16,2,1,10,14,-14
01/12/2010,MEM,OKC @ DAL,L,240,102,42,78,53.8,4,19,21.1,14,21,66.7,10,22,32,24,9,8,13,26,-2
01/10/2010,MIA,DET @ WAS,W,240,94,31,74,41.9,5,14,35.7,27,33,81.8,15,34,49,22,5,5,19,15,10
01/06/2010,LAL,UTA @ DAL,W,240,102,40,87,46.0,4,15,26.7,18,23,78.3,11,39,50,28,5,6,11,18,11
