,Opp,Match,Result,Min,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
04/17/2002,CLE,LAC @ GSW,W,240,103,38,79,48.1,5,13,38.5,22,29,75.9,11,31,42,23,14,4,15,25,18
04/16/2002,MIL,LAC @ GSW,L,240,89,34,83,41.0,4,10,40.0,17,17,100,12,21,33,20,6,3,13,23,-16
04/14/2002,NJN,BOS @ MIN,W,240,101,46,81,56.8,5,9,55.6,4,6,66.7,9,37,46,30,6,7,15,20,19
04/12/2002,ATL,BOS @ MIN,W,240,112,45,73,61.6,6,14,42.9,16,25,64.0,9,29,38,30,11,10,18,19,39
04/10/2002,IND,MIL @ IND,L,240,82,31,73,42.5,3,13,23.1,17,22,77.3,11,21,32,17,8,8,19,28,-16
04/09/2002,CHH,MIL @ IND,W,240,84,36,79,45.6,3,11,27.3,9,11,81.8,14,25,39,25,8,5,18,23,4
04/07/2002,IND,HOU @ MIA,W,240,94,34,81,42.0,4,11,36.4,22,24,91.7,19,26,45,19,8,2,13,19,10
04/05/2002,CHI,HOU @ MIA,W,240,98,33,72,45.8,2,10,20.0,30,40,75.0,13,32,45,26,8,6,15,22,2
04/03/2002,CHI,HOU @ MEM,W,240,117,47,87,54.0,6,12,50.0,17,25,68.0,12,33,45,32,7,4,12,23,13
03/31/2002,PHI,DET @ MIA,W,240,72,29,78,37.2,5,8,62.5,9,13,69.2,13,27,40,18,7,4,15,26,2
03/28/2002,ATL,ATL @ MIA,W,240,85,35,77,45.5,2,10,20.0,13,23,56.5,11,37,48,17,4,4,16,23,2
03/27/2002,MIA,ATL @ MIA,W,240,81,31,75,41.3,4,8,50.0,15,24,62.5,12,25,37,19,11,7,16,19,1
03/24/2002,WAS,CHI @ ORL,W,240,92,32,77,41.6,6,11,54.5,22,28,78.6,16,26,42,21,7,4,21,16,1
03/22/2002,CLE,SEA @ DEN,W,240,94,39,82,47.6,2,5,40.0,14,21,66.7,12,31,43,21,8,6,12,24,14
03/19/2002,MIN,GSW @ SEA,L,240,80,32,83,38.6,1,6,16.7,15,16,93.8,9,26,35,21,4,8,13,20,-32
03/17/2002,SAC,GSW @ SEA,L,240,113,41,86,47.7,5,11,45.5,26,33,78.8,13,31,44,23,8,4,13,32,-3
03/12/2002,NJN,SEA @ HOU,L,240,84,28,81,34.6,2,8,25.0,26,33,78.8,19,33,52,15,9,3,16,29,-2
03/10/2002,ORL,SEA @ HOU,L,240,79,32,85,37.6,2,13,15.4,13,16,81.3,12,28,40,18,11,3,16,28,-13
03/08/2002,MIA,POR @ DEN,W,240,83,32,81,39.5,3,10,30.0,16,21,76.2,16,27,43,18,11,1,14,25,9
03/07/2002,DAL,POR @ DEN,L,240,103,37,90,41.1,6,13,46.2,23,31,74.2,26,25,51,21,6,4,14,27,-19
03/05/2002,HOU,CLE @ PHI,L,240,109,44,88,50.0,4,11,36.4,17,23,73.9,13,25,38,20,6,0,7,23,-3
03/03/2002,PHI,CHI @ NJN,L,240,84,27,65,41.5,3,10,30.0,27,33,81.8,8,23,31,19,8,2,17,25,-12
03/01/2002,POR,CHI @ NJN,L,240,81,34,79,43.0,5,12,41.7,8,12,66.7,10,27,37,24,8,8,18,19,-10
02/27/2002,ORL,CHI @ NJN,L,240,85,35,91,38.5,3,12,25.0,12,14,85.7,18,25,43,22,8,6,10,18,-5
