,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Scottie Barnes,30:59,4.0,9.0,44.4,1.0,2.0,50.0,6.0,7.0,85.7,0.0,8.0,8.0,3.0,1.0,0.0,2.0,5.0,15.0,7.0,02/07/2022,Charlotte Hornets,31.0
O.G. Anunoby,37:55,8.0,18.0,44.4,2.0,7.0,28.6,2.0,4.0,50.0,5.0,4.0,9.0,2.0,3.0,0.0,2.0,3.0,20.0,16.0,02/07/2022,Charlotte Hornets,40.25
Pascal Siakam,42:40,10.0,16.0,62.5,2.0,4.0,50.0,2.0,5.0,40.0,2.0,9.0,11.0,8.0,0.0,1.0,4.0,3.0,24.0,9.0,02/07/2022,Charlotte Hornets,50.75
Gary Trent Jr.,34:16,8.0,16.0,50.0,4.0,9.0,44.4,4.0,5.0,80.0,0.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,24.0,-3.0,02/07/2022,Charlotte Hornets,37.75
Fred VanVleet,37:25,7.0,14.0,50.0,6.0,11.0,54.5,0.0,0.0,0.0,1.0,4.0,5.0,5.0,1.0,1.0,5.0,2.0,20.0,2.0,02/07/2022,Charlotte Hornets,38.25
Precious Achiuwa,15:25,1.0,3.0,33.3,0.0,1.0,0.0,3.0,4.0,75.0,2.0,2.0,4.0,1.0,1.0,0.0,2.0,0.0,5.0,3.0,02/07/2022,Charlotte Hornets,12.5
Chris Boucher,19:06,3.0,5.0,60.0,0.0,1.0,0.0,2.0,2.0,100.0,2.0,4.0,6.0,0.0,1.0,2.0,0.0,2.0,8.0,23.0,02/07/2022,Charlotte Hornets,21.5
Dalano Banton,10:35,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,02/07/2022,Charlotte Hornets,2.5
Khem Birch,8:27,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,02/07/2022,Charlotte Hornets,3.75
Yuta Watanabe,1:04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,02/07/2022,Charlotte Hornets,0.0
Malachi Flynn,1:04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,02/07/2022,Charlotte Hornets,0.0
Svi Mykhailiuk,1:04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,02/07/2022,Charlotte Hornets,-0.5
