,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Scottie Barnes,21:07,3.0,5.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,0.0,0.0,1.0,2.0,4.0,6.0,-25.0,02/26/2022,Atlanta Hawks,12.0
Pascal Siakam,36:43,6.0,16.0,37.5,0.0,1.0,0.0,2.0,4.0,50.0,2.0,8.0,10.0,5.0,0.0,0.0,2.0,3.0,14.0,-25.0,02/26/2022,Atlanta Hawks,33.0
Khem Birch,12:49,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,3.0,0.0,-24.0,02/26/2022,Atlanta Hawks,3.5
Gary Trent Jr.,30:46,3.0,10.0,30.0,1.0,4.0,25.0,2.0,2.0,100.0,0.0,3.0,3.0,1.0,1.0,0.0,1.0,1.0,9.0,-29.0,02/26/2022,Atlanta Hawks,16.25
Fred VanVleet,34:38,8.0,22.0,36.4,5.0,14.0,35.7,3.0,3.0,100.0,0.0,3.0,3.0,9.0,1.0,0.0,2.0,4.0,24.0,-30.0,02/26/2022,Atlanta Hawks,44.75
Chris Boucher,22:34,1.0,2.0,50.0,0.0,1.0,0.0,1.0,2.0,50.0,2.0,3.0,5.0,0.0,0.0,0.0,0.0,3.0,3.0,-2.0,02/26/2022,Atlanta Hawks,9.25
Precious Achiuwa,30:15,8.0,12.0,66.7,2.0,3.0,66.7,3.0,3.0,100.0,2.0,7.0,9.0,2.0,1.0,0.0,2.0,4.0,21.0,7.0,02/26/2022,Atlanta Hawks,37.25
Thaddeus Young,22:21,4.0,8.0,50.0,1.0,1.0,100.0,1.0,3.0,33.3,1.0,1.0,2.0,3.0,2.0,0.0,1.0,3.0,10.0,-14.0,02/26/2022,Atlanta Hawks,21.0
Malachi Flynn,19:06,2.0,10.0,20.0,0.0,5.0,0.0,2.0,2.0,100.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,6.0,4.0,02/26/2022,Atlanta Hawks,7.25
Dalano Banton,2:52,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,02/26/2022,Atlanta Hawks,6.25
Yuta Watanabe,2:52,2.0,4.0,50.0,1.0,2.0,50.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,5.0,0.0,02/26/2022,Atlanta Hawks,13.0
Justin Champagnie,2:52,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02/26/2022,Atlanta Hawks,0.0
Svi Mykhailiuk,1:05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,02/26/2022,Atlanta Hawks,0.0
