,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Scottie Barnes,34:44,9.0,17.0,52.9,0.0,1.0,0.0,3.0,6.0,50.0,2.0,10.0,12.0,1.0,1.0,0.0,1.0,2.0,21.0,1.0,10/30/2021,Indiana Pacers,39.0
O.G. Anunoby,37:36,6.0,13.0,46.2,3.0,7.0,42.9,0.0,0.0,0.0,2.0,3.0,5.0,5.0,1.0,1.0,1.0,1.0,15.0,2.0,10/30/2021,Indiana Pacers,33.75
Precious Achiuwa,16:42,2.0,9.0,22.2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,1.0,2.0,3.0,4.0,-2.0,10/30/2021,Indiana Pacers,10.25
Gary Trent Jr.,23:24,3.0,11.0,27.3,2.0,5.0,40.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,2.0,0.0,3.0,1.0,8.0,-6.0,10/30/2021,Indiana Pacers,16.75
Fred VanVleet,39:11,6.0,14.0,42.9,2.0,7.0,28.6,2.0,3.0,66.7,0.0,6.0,6.0,4.0,2.0,1.0,4.0,2.0,16.0,9.0,10/30/2021,Indiana Pacers,34.5
Khem Birch,28:58,3.0,5.0,60.0,0.0,0.0,0.0,1.0,1.0,100.0,3.0,3.0,6.0,2.0,1.0,0.0,0.0,1.0,7.0,6.0,10/30/2021,Indiana Pacers,19.5
Dalano Banton,16:35,1.0,4.0,25.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,3.0,1.0,2.0,-3.0,10/30/2021,Indiana Pacers,8.0
Chris Boucher,18:19,3.0,9.0,33.3,2.0,5.0,40.0,0.0,0.0,0.0,2.0,4.0,6.0,0.0,0.0,1.0,0.0,4.0,8.0,-1.0,10/30/2021,Indiana Pacers,18.5
Svi Mykhailiuk,21:43,6.0,10.0,60.0,2.0,4.0,50.0,2.0,2.0,100.0,2.0,2.0,4.0,2.0,0.0,0.0,1.0,2.0,16.0,8.0,10/30/2021,Indiana Pacers,24.5
Malachi Flynn,2:49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10/30/2021,Indiana Pacers,1.25
