,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Scottie Barnes,34:07,12.0,14.0,85.7,1.0,1.0,100.0,3.0,4.0,75.0,9.0,7.0,16.0,4.0,5.0,1.0,5.0,1.0,28.0,30.0,02/28/2022,Brooklyn Nets,64.0
Pascal Siakam,30:00,2.0,14.0,14.3,1.0,5.0,20.0,3.0,3.0,100.0,1.0,2.0,3.0,6.0,3.0,2.0,1.0,3.0,8.0,24.0,02/28/2022,Brooklyn Nets,30.75
Khem Birch,9:32,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,02/28/2022,Brooklyn Nets,1.25
Gary Trent Jr.,29:35,3.0,10.0,30.0,1.0,5.0,20.0,5.0,7.0,71.4,0.0,0.0,0.0,5.0,5.0,0.0,2.0,1.0,12.0,25.0,02/28/2022,Brooklyn Nets,29.0
Malachi Flynn,33:37,7.0,11.0,63.6,3.0,5.0,60.0,1.0,2.0,50.0,1.0,3.0,4.0,5.0,2.0,0.0,0.0,1.0,18.0,42.0,02/28/2022,Brooklyn Nets,36.0
Precious Achiuwa,23:34,8.0,14.0,57.1,3.0,5.0,60.0,1.0,3.0,33.3,3.0,5.0,8.0,4.0,0.0,0.0,2.0,1.0,20.0,25.0,02/28/2022,Brooklyn Nets,36.5
Chris Boucher,12:12,3.0,6.0,50.0,2.0,4.0,50.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,5.0,8.0,5.0,02/28/2022,Brooklyn Nets,13.0
Thaddeus Young,14:42,4.0,6.0,66.7,3.0,3.0,100.0,0.0,2.0,0.0,0.0,3.0,3.0,1.0,1.0,1.0,0.0,3.0,11.0,18.0,02/28/2022,Brooklyn Nets,21.75
Yuta Watanabe,13:24,3.0,5.0,60.0,1.0,2.0,50.0,0.0,1.0,0.0,1.0,3.0,4.0,1.0,0.0,1.0,1.0,1.0,7.0,6.0,02/28/2022,Brooklyn Nets,15.5
Dalano Banton,13:13,2.0,6.0,33.3,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,5.0,8.0,02/28/2022,Brooklyn Nets,11.5
Svi Mykhailiuk,9:49,3.0,5.0,60.0,2.0,4.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,8.0,-2.0,02/28/2022,Brooklyn Nets,12.0
Justin Champagnie,9:49,1.0,3.0,33.3,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,2.0,-2.0,02/28/2022,Brooklyn Nets,10.0
D.J. Wilson,6:26,3.0,4.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,6.0,-1.0,02/28/2022,Brooklyn Nets,10.0
