,IP,H,R,ER,BB,SO,HR,ERA,BF,Pit,Str,Ctct,StS,StL,GB,FB,LD,Unk,GSc,IR,IS,WPA,aLI,cWPA,acLI,RE24,Temp,Wind,Weather,Precipitation
Lucas Giolito, 5 ,6,3,3,4,4,1,5.14,24,104,63,32,12,19,10,6,4,0,43,,,-0.050, 0.83,-0.03%, 0.70, -0.1,83° F, Wind 6mph in from Leftfield, Cloudy, No Precipitation.
Matt Foster, 1 ,1,0,0,2,1,0,4.85,6,27,16,11,2,3,1,2,1,0,,0,0,0.053, 1.65, 0.03%, 1.39, 0.6,83° F, Wind 6mph in from Leftfield, Cloudy, No Precipitation.
"Jose Ruiz, H (11)", 1 ,2,1,1,0,2,0,4.28,5,20,14,5,2,7,0,3,2,0,,0,0,-0.029, 1.85,-0.01%, 1.56, -0.4,83° F, Wind 6mph in from Leftfield, Cloudy, No Precipitation.
"Joe Kelly, H (10)", 0.2,1,0,0,0,2,0,6.20,4,12,9,6,3,0,1,0,0,0,,0,0,0.027, 3.52, 0.01%, 2.97, 0.1,83° F, Wind 6mph in from Leftfield, Cloudy, No Precipitation.
"Jimmy Lambert, H (3)", 0.1,0,0,0,0,0,0,2.22,1,1,1,1,0,0,0,1,0,0,,2,0,0.126, 4.70, 0.06%, 3.96, 0.5,83° F, Wind 6mph in from Leftfield, Cloudy, No Precipitation.
"Kendall Graveman, BS (5), L (3-2)", 0 ,1,2,2,3,0,0,2.89,4,17,5,3,0,2,1,0,0,0,,0,0,-0.776, 5.04,-0.39%, 4.25, -3.0,83° F, Wind 6mph in from Leftfield, Cloudy, No Precipitation.
