IP,H,R,ER,BB,SO,HR,ERA,BF,Pit,Str,Ctct,StS,StL,GB,FB,LD,Unk,GSc,IR,IS,WPA,aLI,cWPA,acLI,RE24,Temp,Wind,Weather,Precipitation
 7 ,1,0,0,2,8,0,2.15,23,94,58,23,20,15,5,8,5,0,81,,,0.295, 0.71, 0.17%, 0.68, 3.6,87° F, Wind 4mph from Left to Right, Cloudy, No Precipitation.
 1 ,0,0,0,1,1,0,7.56,5,25,15,10,1,4,3,0,0,0,,0,0,0.000, 0.02, 0.00%, 0.02, 0.5,87° F, Wind 4mph from Left to Right, Cloudy, No Precipitation.
 1 ,0,0,0,0,0,0,3.62,4,18,11,7,1,3,3,1,1,0,,0,0,0.000, 0.00, 0.00%, 0.00, 0.5,87° F, Wind 4mph from Left to Right, Cloudy, No Precipitation.
