,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Lauri Markkanen,29:11,9.0,13.0,69.2,0.0,2.0,0.0,3.0,4.0,75.0,4.0,6.0,10.0,2.0,0.0,0.0,1.0,1.0,21.0,-6.0,10/14/2022,Dallas Mavericks,36.0
Kelly Olynyk,24:43,4.0,6.0,66.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.0,1.0,0.0,3.0,3.0,8.0,-7.0,10/14/2022,Dallas Mavericks,16.25
Jarred Vanderbilt,25:40,4.0,9.0,44.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,8.0,1.0,3.0,0.0,1.0,4.0,8.0,-17.0,10/14/2022,Dallas Mavericks,25.0
Jordan Clarkson,26:33,4.0,13.0,30.8,2.0,7.0,28.6,1.0,2.0,50.0,0.0,2.0,2.0,2.0,0.0,0.0,4.0,1.0,11.0,-8.0,10/14/2022,Dallas Mavericks,15.5
Mike Conley,24:13,2.0,8.0,25.0,1.0,4.0,25.0,2.0,2.0,100.0,0.0,4.0,4.0,7.0,0.0,0.0,1.0,0.0,7.0,-13.0,10/14/2022,Dallas Mavericks,22.5
Collin Sexton,23:47,2.0,11.0,18.2,0.0,3.0,0.0,1.0,2.0,50.0,2.0,2.0,4.0,7.0,1.0,1.0,3.0,3.0,5.0,-1.0,10/14/2022,Dallas Mavericks,23.0
Walker Kessler,22:20,4.0,7.0,57.1,0.0,0.0,0.0,4.0,5.0,80.0,1.0,6.0,7.0,0.0,0.0,1.0,1.0,2.0,12.0,3.0,10/14/2022,Dallas Mavericks,22.25
Rudy Gay,18:36,6.0,8.0,75.0,2.0,4.0,50.0,2.0,2.0,100.0,1.0,5.0,6.0,0.0,0.0,0.0,2.0,1.0,16.0,-3.0,10/14/2022,Dallas Mavericks,23.5
Talen Horton-Tucker,19:33,4.0,9.0,44.4,1.0,2.0,50.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,3.0,3.0,9.0,-3.0,10/14/2022,Dallas Mavericks,12.25
Nickeil Alexander-Walker,17:04,1.0,4.0,25.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,3.0,1.0,1.0,3.0,3.0,2.0,-10.0,10/14/2022,Dallas Mavericks,14.0
Ochai Agbaji,8:20,1.0,3.0,33.3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,-5.0,10/14/2022,Dallas Mavericks,3.25
