,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Jarred Vanderbilt,22:05,2.0,4.0,50.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,3.0,7.0,1.0,1.0,0.0,3.0,2.0,4.0,9.0,10/04/2022,Portland Trail Blazers,14.75
Lauri Markkanen,22:09,2.0,9.0,22.2,0.0,5.0,0.0,3.0,5.0,60.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,7.0,0.0,10/04/2022,Portland Trail Blazers,11.5
Kelly Olynyk,23:41,3.0,5.0,60.0,2.0,3.0,66.7,4.0,4.0,100.0,2.0,2.0,4.0,5.0,2.0,0.0,4.0,3.0,12.0,7.0,10/04/2022,Portland Trail Blazers,27.5
Jordan Clarkson,22:47,5.0,8.0,62.5,3.0,5.0,60.0,6.0,6.0,100.0,2.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,19.0,-2.0,10/04/2022,Portland Trail Blazers,26.0
Mike Conley,21:43,6.0,9.0,66.7,3.0,5.0,60.0,1.0,1.0,100.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,16.0,11.0,10/04/2022,Portland Trail Blazers,23.75
Collin Sexton,16:47,5.0,9.0,55.6,2.0,3.0,66.7,1.0,1.0,100.0,0.0,3.0,3.0,1.0,0.0,0.0,1.0,2.0,13.0,-1.0,10/04/2022,Portland Trail Blazers,18.75
Walker Kessler,16:25,0.0,1.0,0.0,0.0,0.0,0.0,3.0,6.0,50.0,1.0,4.0,5.0,2.0,0.0,1.0,2.0,3.0,3.0,1.0,10/04/2022,Portland Trail Blazers,13.25
Talen Horton-Tucker,15:43,2.0,8.0,25.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,0.0,0.0,0.0,3.0,2.0,4.0,12.0,10/04/2022,Portland Trail Blazers,8.75
Malik Beasley,8:40,2.0,4.0,50.0,2.0,3.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,2.0,10/04/2022,Portland Trail Blazers,8.5
Stanley Johnson,14:49,2.0,4.0,50.0,0.0,0.0,0.0,1.0,2.0,50.0,2.0,3.0,5.0,1.0,0.0,1.0,1.0,3.0,5.0,3.0,10/04/2022,Portland Trail Blazers,14.25
Nickeil Alexander-Walker,7:41,0.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,50.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,8.0,10/04/2022,Portland Trail Blazers,9.25
Ochai Agbaji,6:05,2.0,4.0,50.0,0.0,1.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,10/04/2022,Portland Trail Blazers,5.0
Jared Butler,6:05,2.0,2.0,100.0,1.0,1.0,100.0,2.0,3.0,66.7,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,7.0,4.0,10/04/2022,Portland Trail Blazers,11.75
Simone Fontecchio,9:30,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,10/04/2022,Portland Trail Blazers,2.75
Leandro Bolmaro,9:30,2.0,4.0,50.0,2.0,3.0,66.7,1.0,2.0,50.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,7.0,7.0,10/04/2022,Portland Trail Blazers,11.0
Cody Zeller,9:30,3.0,4.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,8.0,1.0,0.0,1.0,1.0,5.0,6.0,7.0,10/04/2022,Portland Trail Blazers,19.0
Johnny Juzang,3:25,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,10/04/2022,Portland Trail Blazers,4.0
Saben Lee,3:25,1.0,1.0,100.0,0.0,0.0,0.0,1.0,2.0,50.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,10/04/2022,Portland Trail Blazers,4.5
