,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Lauri Markkanen,25:56,7.0,14.0,50.0,3.0,6.0,50.0,0.0,0.0,0.0,2.0,8.0,10.0,1.0,0.0,0.0,3.0,3.0,17.0,-10.0,10/28/2022,Denver Nuggets,31.0
Kelly Olynyk,20:28,3.0,6.0,50.0,1.0,3.0,33.3,0.0,0.0,0.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,4.0,7.0,-5.0,10/28/2022,Denver Nuggets,19.25
Jarred Vanderbilt,28:19,3.0,7.0,42.9,0.0,0.0,0.0,1.0,2.0,50.0,0.0,7.0,7.0,2.0,0.0,1.0,1.0,2.0,7.0,-16.0,10/28/2022,Denver Nuggets,20.25
Jordan Clarkson,22:23,1.0,10.0,10.0,0.0,7.0,0.0,4.0,5.0,80.0,0.0,5.0,5.0,3.0,1.0,2.0,1.0,3.0,6.0,-3.0,10/28/2022,Denver Nuggets,22.25
Mike Conley,23:28,4.0,7.0,57.1,4.0,5.0,80.0,2.0,2.0,100.0,1.0,1.0,2.0,5.0,0.0,0.0,0.0,2.0,14.0,-4.0,10/28/2022,Denver Nuggets,26.0
Collin Sexton,16:30,5.0,9.0,55.6,1.0,4.0,25.0,2.0,3.0,66.7,0.0,0.0,0.0,1.0,1.0,0.0,1.0,5.0,13.0,-32.0,10/28/2022,Denver Nuggets,16.5
Malik Beasley,22:05,1.0,7.0,14.3,0.0,2.0,0.0,3.0,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,-32.0,10/28/2022,Denver Nuggets,5.0
Ochai Agbaji,19:01,4.0,7.0,57.1,0.0,3.0,0.0,1.0,2.0,50.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,9.0,-6.0,10/28/2022,Denver Nuggets,10.25
Talen Horton-Tucker,21:05,3.0,11.0,27.3,0.0,5.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,2.0,1.0,1.0,0.0,4.0,6.0,-15.0,10/28/2022,Denver Nuggets,18.0
Leandro Bolmaro,15:18,1.0,3.0,33.3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,3.0,2.0,16.0,10/28/2022,Denver Nuggets,7.75
Micah Potter,8:29,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,4.0,9.0,10/28/2022,Denver Nuggets,9.25
Udoka Azubuike,8:29,2.0,3.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,1.0,1.0,0.0,4.0,9.0,10/28/2022,Denver Nuggets,12.0
Nickeil Alexander-Walker,8:29,2.0,5.0,40.0,1.0,3.0,33.3,2.0,2.0,100.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,7.0,9.0,10/28/2022,Denver Nuggets,17.5
