,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score,Match
Brandon Ingram,24:59,5.0,9.0,55.6,2.0,2.0,100.0,0.0,0.0,0.0,1.0,4.0,5.0,5.0,0.0,1.0,1.0,2.0,12.0,20.0,01/02/2024,Brooklyn Nets,28.25,DEN @ GSW
Zion Williamson,25:38,5.0,9.0,55.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,5.0,0.0,1.0,4.0,3.0,10.0,16.0,01/02/2024,Brooklyn Nets,21.25,DEN @ GSW
Jonas Valanciunas,19:48,5.0,5.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,3.0,9.0,12.0,0.0,1.0,1.0,1.0,0.0,11.0,17.0,01/02/2024,Brooklyn Nets,30.0,DEN @ GSW
Herbert Jones,24:23,5.0,10.0,50.0,2.0,4.0,50.0,2.0,2.0,100.0,2.0,2.0,4.0,1.0,2.0,1.0,3.0,1.0,14.0,19.0,01/02/2024,Brooklyn Nets,26.0,DEN @ GSW
CJ McCollum,24:30,6.0,11.0,54.5,4.0,8.0,50.0,0.0,0.0,0.0,2.0,4.0,6.0,5.0,0.0,0.0,2.0,0.0,16.0,12.0,01/02/2024,Brooklyn Nets,32.0,DEN @ GSW
Naji Marshall,15:44,2.0,6.0,33.3,0.0,2.0,0.0,2.0,2.0,100.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,6.0,8.0,01/02/2024,Brooklyn Nets,14.0,DEN @ GSW
Jose Alvarado,21:58,4.0,9.0,44.4,3.0,6.0,50.0,2.0,3.0,66.7,1.0,2.0,3.0,2.0,2.0,0.0,1.0,2.0,13.0,16.0,01/02/2024,Brooklyn Nets,24.75,DEN @ GSW
Larry Nance Jr.,19:54,2.0,4.0,50.0,1.0,2.0,50.0,1.0,2.0,50.0,2.0,6.0,8.0,0.0,2.0,0.0,1.0,2.0,6.0,10.0,01/02/2024,Brooklyn Nets,20.0,DEN @ GSW
Jordan Hawkins,26:05,3.0,13.0,23.1,2.0,8.0,25.0,3.0,4.0,75.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,11.0,14.0,01/02/2024,Brooklyn Nets,17.5,DEN @ GSW
Dyson Daniels,19:39,2.0,5.0,40.0,1.0,4.0,25.0,2.0,2.0,100.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,0.0,7.0,5.0,01/02/2024,Brooklyn Nets,22.0,DEN @ GSW
Cody Zeller,8:18,1.0,3.0,33.3,0.0,0.0,0.0,2.0,3.0,66.7,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,01/02/2024,Brooklyn Nets,6.5,DEN @ GSW
Kira Lewis Jr.,5:03,1.0,3.0,33.3,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,-3.0,01/02/2024,Brooklyn Nets,2.75,DEN @ GSW
Jeremiah Robinson-Earl,4:01,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,01/02/2024,Brooklyn Nets,5.75,DEN @ GSW
