,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score,Match
Brandon Ingram,29:49,6.0,12.0,50.0,1.0,3.0,33.3,2.0,2.0,100.0,0.0,4.0,4.0,8.0,1.0,1.0,1.0,0.0,15.0,34.0,01/07/2024,Sacramento Kings,36.0,PHX @ LAC
Trey Murphy III,24:27,4.0,7.0,57.1,3.0,6.0,50.0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,1.0,0.0,1.0,1.0,11.0,19.0,01/07/2024,Sacramento Kings,24.0,PHX @ LAC
Jonas Valanciunas,22:01,6.0,10.0,60.0,1.0,2.0,50.0,2.0,2.0,100.0,1.0,11.0,12.0,1.0,0.0,1.0,1.0,2.0,15.0,20.0,01/07/2024,Sacramento Kings,33.5,PHX @ LAC
Herbert Jones,26:01,3.0,7.0,42.9,1.0,3.0,33.3,2.0,2.0,100.0,1.0,2.0,3.0,2.0,0.0,1.0,1.0,1.0,9.0,34.0,01/07/2024,Sacramento Kings,17.75,PHX @ LAC
CJ McCollum,27:24,11.0,16.0,68.8,7.0,10.0,70.0,1.0,2.0,50.0,1.0,6.0,7.0,4.0,0.0,2.0,3.0,0.0,30.0,31.0,01/07/2024,Sacramento Kings,50.75,PHX @ LAC
Dyson Daniels,29:06,6.0,6.0,100.0,2.0,2.0,100.0,0.0,0.0,0.0,1.0,4.0,5.0,6.0,0.0,0.0,0.0,3.0,14.0,7.0,01/07/2024,Sacramento Kings,30.25,PHX @ LAC
Jordan Hawkins,24:01,5.0,9.0,55.6,1.0,5.0,20.0,1.0,2.0,50.0,0.0,3.0,3.0,2.0,0.0,1.0,2.0,2.0,12.0,3.0,01/07/2024,Sacramento Kings,20.25,PHX @ LAC
Larry Nance Jr.,14:21,1.0,4.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,7.0,4.0,0.0,1.0,2.0,1.0,2.0,23.0,01/07/2024,Sacramento Kings,17.75,PHX @ LAC
Naji Marshall,22:06,3.0,4.0,75.0,1.0,1.0,100.0,4.0,4.0,100.0,2.0,4.0,6.0,2.0,0.0,0.0,1.0,2.0,11.0,20.0,01/07/2024,Sacramento Kings,21.5,PHX @ LAC
Jeremiah Robinson-Earl,10:02,3.0,4.0,75.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,7.0,-14.0,01/07/2024,Sacramento Kings,9.0,PHX @ LAC
Cody Zeller,7:05,2.0,3.0,66.7,1.0,1.0,100.0,2.0,2.0,100.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,7.0,-5.0,01/07/2024,Sacramento Kings,10.5,PHX @ LAC
E.J. Liddell,3:37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,-7.0,01/07/2024,Sacramento Kings,1.5,PHX @ LAC
