,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Andrew Wiggins,29:48,4.0,11.0,36.4,1.0,6.0,16.7,7.0,8.0,87.5,1.0,2.0,3.0,2.0,0.0,0.0,3.0,3.0,16.0,5.0,11/07/2021,Houston Rockets,21.75
Draymond Green,22:23,3.0,5.0,60.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,7.0,8.0,9.0,0.0,1.0,6.0,4.0,6.0,8.0,11/07/2021,Houston Rockets,28.5
Kevon Looney,16:18,1.0,2.0,50.0,0.0,0.0,0.0,1.0,3.0,33.3,0.0,3.0,3.0,1.0,1.0,1.0,0.0,1.0,3.0,8.0,11/07/2021,Houston Rockets,12.25
Jordan Poole,29:50,7.0,13.0,53.8,2.0,7.0,28.6,9.0,9.0,100.0,0.0,4.0,4.0,5.0,1.0,0.0,3.0,5.0,25.0,3.0,11/07/2021,Houston Rockets,39.0
Stephen Curry,26:49,8.0,16.0,50.0,4.0,11.0,36.4,0.0,0.0,0.0,2.0,1.0,3.0,2.0,3.0,0.0,0.0,3.0,20.0,16.0,11/07/2021,Houston Rockets,34.75
Juan Toscano-Anderson,20:19,4.0,8.0,50.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,0.0,0.0,0.0,3.0,8.0,-5.0,11/07/2021,Houston Rockets,14.5
Nemanja Bjelica,14:12,3.0,4.0,75.0,3.0,4.0,75.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,4.0,9.0,21.0,11/07/2021,Houston Rockets,17.5
Gary Payton II,19:37,5.0,6.0,83.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,4.0,0.0,0.0,3.0,10.0,27.0,11/07/2021,Houston Rockets,26.25
Otto Porter Jr.,18:23,5.0,9.0,55.6,5.0,7.0,71.4,0.0,0.0,0.0,1.0,8.0,9.0,1.0,2.0,1.0,0.0,2.0,15.0,-3.0,11/07/2021,Houston Rockets,36.25
Damion Lee,23:18,2.0,5.0,40.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,4.0,-2.0,11/07/2021,Houston Rockets,11.25
Moses Moody,12:05,2.0,5.0,40.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,-8.0,11/07/2021,Houston Rockets,4.0
Chris Chiozza,5:28,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,-3.0,11/07/2021,Houston Rockets,1.75
Jonathan Kuminga,1:29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,11/07/2021,Houston Rockets,0.0
