,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Andrew Wiggins,37:17,8.0,16.0,50.0,3.0,7.0,42.9,3.0,3.0,100.0,0.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,22.0,10.0,03/23/2022,Miami Heat,32.25
Jonathan Kuminga,29:45,9.0,17.0,52.9,0.0,3.0,0.0,4.0,8.0,50.0,1.0,4.0,5.0,1.0,0.0,0.0,1.0,6.0,22.0,26.0,03/23/2022,Miami Heat,29.25
Kevon Looney,28:57,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,13.0,16.0,1.0,2.0,0.0,0.0,2.0,2.0,8.0,03/23/2022,Miami Heat,27.5
Moses Moody,17:21,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,6.0,03/23/2022,Miami Heat,3.5
Jordan Poole,39:02,10.0,18.0,55.6,7.0,13.0,53.8,3.0,3.0,100.0,1.0,3.0,4.0,9.0,0.0,0.0,5.0,3.0,30.0,19.0,03/23/2022,Miami Heat,49.5
Damion Lee,30:49,5.0,10.0,50.0,3.0,6.0,50.0,9.0,9.0,100.0,1.0,5.0,6.0,3.0,0.0,0.0,1.0,3.0,22.0,5.0,03/23/2022,Miami Heat,35.0
Gary Payton II,26:46,5.0,6.0,83.3,1.0,2.0,50.0,0.0,0.0,0.0,1.0,4.0,5.0,1.0,1.0,0.0,1.0,4.0,11.0,-1.0,03/23/2022,Miami Heat,20.75
Nemanja Bjelica,19:03,2.0,3.0,66.7,1.0,2.0,50.0,4.0,4.0,100.0,0.0,6.0,6.0,5.0,1.0,0.0,2.0,4.0,9.0,6.0,03/23/2022,Miami Heat,25.5
Chris Chiozza,8:56,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-5.0,03/23/2022,Miami Heat,1.5
Juan Toscano-Anderson,2:04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,03/23/2022,Miami Heat,0.0
