,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Andrew Wiggins,35:16,6.0,15.0,40.0,3.0,9.0,33.3,0.0,0.0,0.0,0.0,5.0,5.0,0.0,1.0,1.0,3.0,3.0,15.0,6.0,02/07/2022,Oklahoma City Thunder,25.25
Otto Porter Jr.,15:24,1.0,3.0,33.3,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,-2.0,02/07/2022,Oklahoma City Thunder,5.5
Kevon Looney,27:28,4.0,6.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,7.0,1.0,2.0,1.0,2.0,3.0,8.0,2.0,02/07/2022,Oklahoma City Thunder,23.25
Klay Thompson,28:58,6.0,15.0,40.0,3.0,8.0,37.5,6.0,6.0,100.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,2.0,21.0,0.0,02/07/2022,Oklahoma City Thunder,34.0
Stephen Curry,36:34,6.0,12.0,50.0,4.0,10.0,40.0,2.0,2.0,100.0,0.0,9.0,9.0,10.0,1.0,0.0,4.0,2.0,18.0,4.0,02/07/2022,Oklahoma City Thunder,46.25
Jordan Poole,29:55,5.0,8.0,62.5,1.0,4.0,25.0,0.0,0.0,0.0,2.0,6.0,8.0,8.0,2.0,0.0,3.0,4.0,11.0,17.0,02/07/2022,Oklahoma City Thunder,36.0
Gary Payton II,14:09,2.0,3.0,66.7,1.0,2.0,50.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,5.0,4.0,02/07/2022,Oklahoma City Thunder,12.0
Jonathan Kuminga,22:49,6.0,11.0,54.5,0.0,3.0,0.0,4.0,7.0,57.1,2.0,2.0,4.0,4.0,0.0,0.0,2.0,1.0,16.0,12.0,02/07/2022,Oklahoma City Thunder,26.0
Damion Lee,14:26,2.0,4.0,50.0,1.0,2.0,50.0,1.0,2.0,50.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,15.0,02/07/2022,Oklahoma City Thunder,9.25
Andre Iguodala,5:46,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,3.0,8.0,02/07/2022,Oklahoma City Thunder,11.0
Juan Toscano-Anderson,0:07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02/07/2022,Oklahoma City Thunder,0.0
Moses Moody,9:08,2.0,4.0,50.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,5.0,-6.0,02/07/2022,Oklahoma City Thunder,6.5
