,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Paul George,33:40,4.0,11.0,36.4,2.0,6.0,33.3,6.0,6.0,100.0,0.0,7.0,7.0,4.0,2.0,0.0,2.0,2.0,16.0,-7.0,10/23/2022,Phoenix Suns,34.75
Marcus Morris Sr.,31:25,10.0,14.0,71.4,2.0,5.0,40.0,0.0,0.0,0.0,1.0,4.0,5.0,1.0,1.0,0.0,1.0,1.0,22.0,-10.0,10/23/2022,Phoenix Suns,32.25
Ivica Zubac,21:20,1.0,4.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,8.0,2.0,0.0,0.0,3.0,1.0,2.0,-8.0,10/23/2022,Phoenix Suns,13.5
Norman Powell,20:46,4.0,9.0,44.4,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,2.0,0.0,3.0,2.0,8.0,-17.0,10/23/2022,Phoenix Suns,14.25
Reggie Jackson,23:45,0.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,-14.0,10/23/2022,Phoenix Suns,7.5
Nicolas Batum,14:03,1.0,3.0,33.3,1.0,2.0,50.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,3.0,-4.0,10/23/2022,Phoenix Suns,7.25
John Wall,21:22,7.0,12.0,58.3,2.0,4.0,50.0,1.0,5.0,20.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,17.0,-1.0,10/23/2022,Phoenix Suns,26.0
Luke Kennard,17:48,1.0,4.0,25.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,3.0,2.0,-4.0,10/23/2022,Phoenix Suns,4.25
Robert Covington,14:15,1.0,5.0,20.0,1.0,4.0,25.0,0.0,0.0,0.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,2.0,3.0,-5.0,10/23/2022,Phoenix Suns,8.5
Terance Mann,9:22,4.0,5.0,80.0,1.0,2.0,50.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,9.0,-8.0,10/23/2022,Phoenix Suns,12.0
Kawhi Leonard,20:42,2.0,6.0,33.3,0.0,2.0,0.0,7.0,7.0,100.0,3.0,3.0,6.0,2.0,2.0,0.0,2.0,2.0,11.0,1.0,10/23/2022,Phoenix Suns,24.5
Jason Preston,2:53,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,10/23/2022,Phoenix Suns,0.0
Amir Coffey,2:53,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-2.0,10/23/2022,Phoenix Suns,3.5
Brandon Boston,2:53,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,10/23/2022,Phoenix Suns,0.0
Moses Brown,2:53,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,-2.0,10/23/2022,Phoenix Suns,2.0
