,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Paul George,37:30,11.0,16.0,68.8,4.0,6.0,66.7,6.0,7.0,85.7,0.0,2.0,2.0,6.0,1.0,0.0,5.0,2.0,32.0,16.0,11/04/2022,San Antonio Spurs,45.0
Marcus Morris Sr.,34:55,4.0,12.0,33.3,3.0,6.0,50.0,0.0,0.0,0.0,0.0,8.0,8.0,4.0,1.0,0.0,1.0,5.0,11.0,14.0,11/04/2022,San Antonio Spurs,30.0
Ivica Zubac,36:05,8.0,10.0,80.0,0.0,0.0,0.0,1.0,2.0,50.0,1.0,14.0,15.0,2.0,1.0,4.0,4.0,4.0,17.0,15.0,11/04/2022,San Antonio Spurs,46.75
Luke Kennard,9:22,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,12.0,11/04/2022,San Antonio Spurs,3.25
Reggie Jackson,37:08,5.0,11.0,45.5,2.0,4.0,50.0,2.0,2.0,100.0,0.0,3.0,3.0,5.0,0.0,0.0,2.0,1.0,14.0,7.0,11/04/2022,San Antonio Spurs,25.25
Norman Powell,23:04,5.0,8.0,62.5,2.0,3.0,66.7,1.0,2.0,50.0,0.0,7.0,7.0,1.0,1.0,0.0,1.0,1.0,13.0,-17.0,11/04/2022,San Antonio Spurs,25.75
Nicolas Batum,19:38,1.0,3.0,33.3,1.0,3.0,33.3,0.0,0.0,0.0,1.0,3.0,4.0,2.0,0.0,1.0,1.0,5.0,3.0,-10.0,11/04/2022,San Antonio Spurs,13.0
John Wall,27:24,6.0,14.0,42.9,2.0,6.0,33.3,1.0,2.0,50.0,0.0,3.0,3.0,6.0,0.0,0.0,0.0,3.0,15.0,6.0,11/04/2022,San Antonio Spurs,28.75
Terance Mann,3:19,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,-4.0,11/04/2022,San Antonio Spurs,0.25
Amir Coffey,11:35,1.0,2.0,50.0,1.0,2.0,50.0,3.0,4.0,75.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,6.0,-4.0,11/04/2022,San Antonio Spurs,10.5
