IP,H,R,ER,BB,SO,HR,ERA,BF,Pit,Str,Ctct,StS,StL,GB,FB,LD,Unk,GSc,IR,IS,WPA,aLI,cWPA,acLI,RE24,Temp,Wind,Weather,Precipitation
 6 ,1,1,1,3,7,0,3.65,22,93,59,38,8,13,4,8,4,0,70,,,0.244, 1.03, 0.06%, 0.43, 2.2,73° F, Wind 10mph out to Centerfield, Sunny, No Precipitation.
 0.1,0,4,0,1,0,0,3.75,5,23,14,12,1,1,3,0,0,0,,0,0,-0.204, 1.40,-0.05%, 0.59, -2.1,73° F, Wind 10mph out to Centerfield, Sunny, No Precipitation.
 0.2,1,0,0,1,1,0,1.83,4,12,7,3,1,3,0,2,1,0,,3,3,-0.221, 3.65,-0.06%, 1.54, -1.4,73° F, Wind 10mph out to Centerfield, Sunny, No Precipitation.
 1 ,0,0,0,1,2,0,3.75,4,19,11,8,2,1,1,0,0,0,,0,0,0.110, 1.53, 0.03%, 0.65, 0.5,73° F, Wind 10mph out to Centerfield, Sunny, No Precipitation.
 1 ,0,0,0,0,2,0,3.24,3,15,9,3,3,3,1,0,0,0,,0,0,0.211, 2.72, 0.05%, 1.15, 0.5,73° F, Wind 10mph out to Centerfield, Sunny, No Precipitation.
