,Opp,Match,Result,Min,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
04/13/2016,DET,NOP @ MIN,L,265,110,46,97,47.4,7,18,38.9,11,15,73.3,8,35,43,21,4,7,10,23,-2
04/11/2016,ATL,NOP @ MIN,W,240,109,40,83,48.2,11,29,37.9,18,20,90.0,9,38,47,17,9,4,15,14,15
04/09/2016,CHI,CHI @ NOP,L,240,102,36,83,43.4,19,40,47.5,11,18,61.1,12,30,42,24,5,5,16,18,-3
04/06/2016,IND,SAS @ DEN,L,240,109,35,74,47.3,8,29,27.6,31,34,91.2,7,26,33,15,7,3,10,19,-14
04/05/2016,MIL,SAS @ DEN,W,240,109,41,75,54.7,18,36,50.0,9,10,90.0,2,39,41,30,4,8,16,14,29
04/03/2016,CHA,DET @ MIA,W,240,112,45,83,54.2,16,29,55.2,6,13,46.2,15,31,46,34,7,1,17,19,9
04/01/2016,ATL,DET @ MIA,W,265,110,39,98,39.8,12,38,31.6,20,31,64.5,11,46,57,27,9,6,12,23,2
03/31/2016,BKN,DAL @ DET,W,240,107,38,87,43.7,12,38,31.6,19,24,79.2,9,41,50,29,10,7,17,17,20
03/29/2016,HOU,DAL @ DET,L,240,100,31,86,36.0,14,40,35.0,24,28,85.7,10,28,38,21,5,5,13,31,-6
03/26/2016,NYK,PHX @ MIN,W,240,107,37,83,44.6,14,34,41.2,19,25,76.0,15,38,53,21,6,5,11,23,14
03/24/2016,BKN,CHA @ DET,L,240,95,39,89,43.8,10,38,26.3,7,9,77.8,11,34,45,22,3,2,15,20,-9
03/23/2016,MIL,CHA @ DET,W,240,113,40,83,48.2,10,34,29.4,23,27,85.2,17,25,42,29,6,8,15,17,9
03/21/2016,DEN,CHA @ BKN,W,240,124,48,86,55.8,15,31,48.4,13,17,76.5,8,35,43,38,10,4,13,19,33
03/19/2016,MIA,GSW @ SAS,L,240,101,40,76,52.6,10,24,41.7,11,13,84.6,3,23,26,19,6,3,14,22,-21
03/18/2016,ORL,GSW @ SAS,W,240,109,38,76,50.0,13,28,46.4,20,27,74.1,9,32,41,23,7,4,19,21,6
03/16/2016,DAL,GSW @ SAS,W,240,99,39,88,44.3,10,37,27.0,11,13,84.6,13,35,48,21,9,4,16,19,1
03/14/2016,UTA,MIN @ MEM,L,240,85,35,88,39.8,10,43,23.3,5,8,62.5,13,26,39,18,6,3,8,16,-9
03/13/2016,LAC,MIN @ MEM,W,240,114,41,84,48.8,18,37,48.6,14,20,70.0,9,40,49,23,3,4,10,19,24
03/10/2016,LAL,WAS @ DEN,W,240,120,45,85,52.9,16,35,45.7,14,20,70.0,9,29,38,22,4,6,8,20,12
03/09/2016,SAC,NOP @ CHA,W,240,120,39,90,43.3,13,44,29.5,29,35,82.9,15,36,51,17,5,1,14,21,9
03/07/2016,MEM,NOP @ CHA,L,240,103,36,80,45.0,7,29,24.1,24,29,82.8,13,36,49,23,9,7,25,22,-3
03/05/2016,BOS,POR @ DET,W,240,120,42,82,51.2,10,30,33.3,26,34,76.5,15,32,47,27,8,4,15,21,17
03/04/2016,WAS,POR @ DET,W,240,108,42,90,46.7,12,27,44.4,12,16,75.0,8,39,47,24,9,5,9,19,25
02/29/2016,IND,NOP @ HOU,W,240,100,35,83,42.2,9,29,31.0,21,25,84.0,9,31,40,22,4,2,13,15,4
02/28/2016,WAS,NOP @ HOU,L,240,99,32,80,40.0,9,29,31.0,26,30,86.7,6,33,39,20,6,2,14,26,-14
02/26/2016,TOR,MIA @ NYK,L,240,97,35,74,47.3,12,24,50.0,15,21,71.4,10,29,39,21,4,0,14,26,-2
02/24/2016,CHA,MIL @ BOS,W,240,114,45,91,49.5,13,32,40.6,11,17,64.7,12,35,47,26,11,1,9,20,11
02/22/2016,DET,MIL @ BOS,L,240,88,34,79,43.0,8,26,30.8,12,13,92.3,5,35,40,19,8,2,18,21,-8
02/21/2016,OKC,BOS @ DEN,W,240,115,41,80,51.3,10,23,43.5,23,27,85.2,13,36,49,25,4,1,13,21,23
02/18/2016,CHI,DEN @ SAC,W,240,106,42,91,46.2,7,24,29.2,15,17,88.2,11,41,52,21,8,8,11,22,11
02/10/2016,LAL,DEN @ SAC,W,240,120,48,94,51.1,13,31,41.9,11,18,61.1,13,33,46,26,6,1,7,20,9
02/08/2016,SAC,SAC @ CLE,W,240,120,45,94,47.9,16,35,45.7,14,19,73.7,12,41,53,27,7,5,14,25,20
02/06/2016,NOP,SAC @ CLE,W,240,99,39,90,43.3,14,41,34.1,7,7,100,10,39,49,21,6,6,14,17,15
02/05/2016,BOS,SAC @ CLE,L,240,103,37,87,42.5,8,30,26.7,21,35,60.0,15,32,47,21,8,6,15,25,-1
02/03/2016,CHA,SAS @ DAL,L,240,97,38,83,45.8,10,28,35.7,11,14,78.6,3,25,28,16,9,5,8,19,-9
02/01/2016,IND,TOR @ PHX,W,265,111,44,88,50.0,7,22,31.8,16,23,69.6,10,35,45,22,8,3,16,19,5
01/30/2016,SAS,TOR @ PHX,W,240,117,45,82,54.9,9,23,39.1,18,21,85.7,10,33,43,24,4,4,10,21,14
01/29/2016,DET,ORL @ BOS,W,240,114,39,83,47.0,9,23,39.1,27,29,93.1,10,37,47,20,4,1,8,25,8
01/27/2016,PHX,ORL @ BOS,W,240,115,45,81,55.6,11,28,39.3,14,16,87.5,10,27,37,34,12,3,15,17,22
01/25/2016,MIN,MIA @ BKN,W,240,114,45,89,50.6,11,31,35.5,13,20,65.0,12,31,43,30,7,3,15,18,7
01/23/2016,CHI,ATL @ PHX,L,240,83,35,94,37.2,4,24,16.7,9,22,40.9,16,32,48,17,5,5,4,18,-13
01/21/2016,LAC,ATL @ PHX,W,240,115,42,83,50.6,13,28,46.4,18,24,75.0,14,33,47,29,5,2,15,31,13
01/20/2016,BKN,ATL @ PHX,W,240,91,36,77,46.8,5,17,29.4,14,20,70.0,6,39,45,15,6,3,13,13,13
01/18/2016,GSW,ATL @ POR,L,240,98,37,77,48.1,7,19,36.8,17,25,68.0,8,28,36,22,3,4,16,25,-34
01/15/2016,HOU,MIL @ CHA,W,240,91,34,87,39.1,8,35,22.9,15,23,65.2,17,32,49,19,10,6,15,24,14
