,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Kelly Oubre Jr.,38:44,11.0,20.0,55.0,7.0,13.0,53.8,0.0,0.0,0.0,0.0,7.0,7.0,2.0,2.0,1.0,3.0,5.0,29.0,2.0,11/10/2022,Miami Heat,48.75
P.J. Washington,34:45,4.0,9.0,44.4,1.0,3.0,33.3,0.0,2.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,4.0,5.0,9.0,-1.0,11/10/2022,Miami Heat,13.75
Mason Plumlee,38:50,4.0,4.0,100.0,0.0,0.0,0.0,5.0,7.0,71.4,2.0,13.0,15.0,5.0,0.0,0.0,3.0,4.0,13.0,4.0,11/10/2022,Miami Heat,37.75
Terry Rozier,43:23,8.0,25.0,32.0,3.0,10.0,30.0,3.0,4.0,75.0,3.0,5.0,8.0,3.0,0.0,0.0,1.0,2.0,22.0,1.0,11/10/2022,Miami Heat,37.5
Dennis Smith Jr.,33:33,6.0,9.0,66.7,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,8.0,1.0,0.0,2.0,4.0,12.0,10.0,11/10/2022,Miami Heat,27.5
Jalen McDaniels,34:10,6.0,10.0,60.0,3.0,5.0,60.0,1.0,2.0,50.0,1.0,3.0,4.0,4.0,0.0,0.0,3.0,4.0,16.0,-5.0,11/10/2022,Miami Heat,27.0
James Bouknight,17:10,0.0,5.0,0.0,0.0,4.0,0.0,1.0,2.0,50.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,2.0,1.0,-12.0,11/10/2022,Miami Heat,4.25
Nick Richards,14:10,4.0,4.0,100.0,0.0,0.0,0.0,2.0,3.0,66.7,2.0,2.0,4.0,0.0,1.0,1.0,1.0,4.0,10.0,-9.0,11/10/2022,Miami Heat,18.5
JT Thor,2:38,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-11.0,11/10/2022,Miami Heat,-0.5
Theo Maledon,7:37,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,-4.0,11/10/2022,Miami Heat,3.5
