,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,+/-,Date,Opponent,Score
Kelly Oubre Jr.,33:45,8.0,16.0,50.0,2.0,5.0,40.0,2.0,3.0,66.7,1.0,7.0,8.0,1.0,0.0,1.0,1.0,1.0,20.0,-22.0,11/12/2022,Miami Heat,34.0
P.J. Washington,27:35,2.0,7.0,28.6,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,5.0,4.0,-4.0,11/12/2022,Miami Heat,6.75
Mason Plumlee,26:41,4.0,6.0,66.7,0.0,0.0,0.0,1.0,1.0,100.0,1.0,4.0,5.0,5.0,0.0,0.0,3.0,2.0,9.0,-16.0,11/12/2022,Miami Heat,21.25
Terry Rozier,34:06,8.0,17.0,47.1,4.0,9.0,44.4,2.0,3.0,66.7,0.0,1.0,1.0,6.0,2.0,0.0,2.0,0.0,22.0,-19.0,11/12/2022,Miami Heat,37.25
LaMelo Ball,28:12,6.0,17.0,35.3,1.0,9.0,11.1,2.0,2.0,100.0,0.0,6.0,6.0,6.0,1.0,0.0,2.0,5.0,15.0,-18.0,11/12/2022,Miami Heat,33.0
James Bouknight,14:06,4.0,6.0,66.7,1.0,3.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,9.0,-3.0,11/12/2022,Miami Heat,11.5
Jalen McDaniels,27:38,3.0,6.0,50.0,1.0,2.0,50.0,2.0,2.0,100.0,0.0,4.0,4.0,4.0,0.0,0.0,1.0,2.0,9.0,-6.0,11/12/2022,Miami Heat,20.0
Nick Richards,21:19,6.0,7.0,85.7,0.0,0.0,0.0,3.0,3.0,100.0,2.0,3.0,5.0,0.0,0.0,0.0,1.0,3.0,15.0,-1.0,11/12/2022,Miami Heat,20.75
Theo Maledon,19:36,3.0,3.0,100.0,0.0,0.0,0.0,2.0,2.0,100.0,0.0,6.0,6.0,2.0,0.0,0.0,0.0,2.0,8.0,6.0,11/12/2022,Miami Heat,18.5
JT Thor,5:23,1.0,4.0,25.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,-2.0,11/12/2022,Miami Heat,6.25
Kai Jones,1:39,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,11/12/2022,Miami Heat,2.0
